crate,tests,contains_ffi
brotli-decompressor-5.0.1,integration_tests::test_alice1;integration_tests::test_broken_file;integration_tests::test_empty0;integration_tests::test_empty12;integration_tests::test_empty16;integration_tests::test_empty3;integration_tests::test_empty7;integration_tests::test_intact_distance_ring_buffer0;integration_tests::test_mapsdatazrh;integration_tests::test_metablock_reset1;integration_tests::test_metablock_reset1_65536;integration_tests::test_metablock_reset3;integration_tests::test_metablock_section_4_distance_symbol_0;integration_tests::test_monkey;integration_tests::test_monkey1;integration_tests::test_negative_hypothesis;integration_tests::test_plrabn12;integration_tests::test_random1024;integration_tests::test_random_org_10k;integration_tests::test_random_then_unicode;integration_tests::test_reader_64x;integration_tests::test_streaming_leftover_buffer;integration_tests::test_ukkonooa;integration_tests::test_ukkonooa1;integration_tests::test_writer_64x;integration_tests::test_writer_mapsdatazrh;integration_tests::test_writer_mapsdatazrh_truncated;integration_tests::test_x_0;integration_tests::test_x_1;integration_tests::test_x_2;integration_tests::test_xyzzy;integration_tests::test_zeros;reader::test_no_vanishing_bytes;test::test_10x10y;test::test_corrupt_input_large_distance_code;test::test_dict;test::test_early_eof;test::test_empty;test::test_quickfox_repeated_custom;test::test_quickfox_repeated_exported_prealloc;test::test_reader_quickfox_repeated;test::test_run_out_of_writer_space;tests::test_10x_10y;tests::test_alice;tests::test_one_byte_copier,false
brotli-8.0.3,enc::encode::test::test_encoder_compress;enc::interface::test::test_u8_to_speed;enc::static_dict::test::test_find_match_length;enc::test::test_compress_into_short_buffer;enc::test::test_roundtrip_10x10y;enc::test::test_roundtrip_64x;enc::test::test_roundtrip_aaabaaaa;enc::test::test_roundtrip_asyoulik;enc::test::test_roundtrip_asyoulik9_5;enc::test::test_roundtrip_backward65536;enc::test::test_roundtrip_compressed;enc::test::test_roundtrip_compressed_repeated;enc::test::test_roundtrip_empty;enc::test::test_roundtrip_first_2_bytes_alice;enc::test::test_roundtrip_first_58_bytes_alice;enc::test::test_roundtrip_monkey;enc::test::test_roundtrip_quickfox;enc::test::test_roundtrip_quickfox_repeated;enc::test::test_roundtrip_ukkonooa;enc::test::test_roundtrip_x;enc::threading::test::compress_multi_joins_remaining_workers_after_join_error;enc::threading::test::compress_multi_joins_spawned_worker_after_setup_view_error;enc::threading::test::compress_multi_preserves_first_worker_error_through_stream_phase;enc::util::test::fast_log2_works;enc::util::test::log2floor_non_zero_works;integration_tests::test_1024k;integration_tests::test_10x_10y;integration_tests::test_10x_10y_byte_by_byte;integration_tests::test_10x_10y_one_out_byte;integration_tests::test_64x;integration_tests::test_alice1;integration_tests::test_alice29;integration_tests::test_alice29_10;integration_tests::test_alice29_11;integration_tests::test_as_you_like_it;integration_tests::test_backward65536;integration_tests::test_compressed_file;integration_tests::test_compressed_repeated;integration_tests::test_empty;integration_tests::test_empty0;integration_tests::test_empty1;integration_tests::test_empty10;integration_tests::test_empty11;integration_tests::test_empty12;integration_tests::test_empty13;integration_tests::test_empty14;integration_tests::test_empty15;integration_tests::test_empty16;integration_tests::test_empty17;integration_tests::test_empty18;integration_tests::test_empty2;integration_tests::test_empty3;integration_tests::test_empty4;integration_tests::test_empty5;integration_tests::test_empty6;integration_tests::test_empty7;integration_tests::test_empty8;integration_tests::test_empty9;integration_tests::test_error_returned;integration_tests::test_negative_hypothesis;integration_tests::test_random_then_unicode_0;integration_tests::test_random_then_unicode_1;integration_tests::test_random_then_unicode_2;integration_tests::test_random_then_unicode_3;integration_tests::test_random_then_unicode_4;integration_tests::test_random_then_unicode_5;integration_tests::test_random_then_unicode_6;integration_tests::test_random_then_unicode_7;integration_tests::test_random_then_unicode_8;integration_tests::test_random_then_unicode_9;integration_tests::test_random_then_unicode_9_5;integration_tests::test_random_then_unicode_9x5;integration_tests::test_reader_64x;integration_tests::test_reader_alice;integration_tests::test_reader_as_you_lik;integration_tests::test_reader_quickfox_repeated;integration_tests::test_reader_random_then_unicode;integration_tests::test_roundtrip_64x;integration_tests::test_roundtrip_alice29;integration_tests::test_roundtrip_as_you_lik;integration_tests::test_roundtrip_quickfox_repeated;integration_tests::test_ukkonooa;integration_tests::test_writer_64x;integration_tests::test_writer_alice;integration_tests::test_writer_as_you_lik;integration_tests::test_writer_as_you_lik_into_inner;integration_tests::test_writer_quickfox_repeated;integration_tests::test_writer_random_then_unicode;test_broccoli::test_append_then_cat_works;test_broccoli::test_append_then_empty_works;test_broccoli::test_appendonly_twice_fails;test_broccoli::test_bare_any_order;test_broccoli::test_bytealign_appendable_with_bare;test_broccoli::test_bytealign_various_data;test_broccoli::test_bytealign_with_empty;test_broccoli::test_concat;test_broccoli::test_empty_then_cat_works;test_broccoli::test_one_byte_before_works;test_broccoli::test_one_byte_works;test_broccoli::test_two_byte_before_works;test_broccoli::test_two_byte_works;test_custom_dict::test_custom_dict_alice;test_custom_dict::test_custom_dict_alice_9_5;test_custom_dict::test_custom_dict_large;test_custom_dict::test_custom_dict_medium;test_custom_dict::test_custom_dict_minimal;test_custom_dict::test_custom_wrong_dict_fails;test_custom_dict::test_custom_wrong_dict_fails_but_doesnt_disrupt_compression_strategy;test_threading::multi_threaded_split_compression_test_0b1;test_threading::multi_threaded_split_compression_test_0b5;test_threading::multi_threaded_split_compression_test_1;test_threading::multi_threaded_split_compression_test_1b1;test_threading::multi_threaded_split_compression_test_1b5;test_threading::multi_threaded_split_compression_test_2;test_threading::multi_threaded_split_compression_test_3;test_threading::multi_threaded_split_compression_test_4;test_threading::multi_threaded_split_compression_test_5;test_threading::thread_spawn_per_job_split_compression_test_0b1;test_threading::thread_spawn_per_job_split_compression_test_0b3;test_threading::thread_spawn_per_job_split_compression_test_1;test_threading::thread_spawn_per_job_split_compression_test_1b1;test_threading::thread_spawn_per_job_split_compression_test_1b3;test_threading::thread_spawn_per_job_split_compression_test_3;tests::test_10x_10y;tests::test_alice,true
flate2-1.1.9,zlib::tests::reset_decoder;zlib::tests::total_in,true
http-1.4.1,append_multiple_values;as_header_name;drain;drain_drop_immediately;drain_entry;drain_forget;ensure_miri_itermut_not_violated;ensure_miri_sharedreadonly_not_violated;ensure_miri_valueitermut_not_violated;eq;equates_with_u16;error::tests::inner_error_is_invalid_status_code;extend_size_hint_above_capacity;extensions::test_extensions;from_bytes;get_invalid;header::map::skip_duplicates_during_key_iteration;header::map::test_bounds;header::name::test_parse_standard_headers;header::name::test_standard_headers_into_bytes;header::name::tests::test_all_tokens;header::name::tests::test_bounds;header::name::tests::test_eq_hdr_name;header::name::tests::test_from_hdr_name;header::name::tests::test_from_lowercase;header::name::tests::test_from_static_custom_long;header::name::tests::test_from_static_custom_long_symbol;header::name::tests::test_from_static_custom_long_uppercase;header::name::tests::test_from_static_custom_short;header::name::tests::test_from_static_custom_short_symbol;header::name::tests::test_from_static_custom_short_uppercase;header::name::tests::test_from_static_custom_single_char;header::name::tests::test_from_static_empty;header::name::tests::test_from_static_std;header::name::tests::test_from_static_std_symbol;header::name::tests::test_from_static_std_uppercase;header::name::tests::test_invalid_name_lengths;header::name::tests::test_parse_invalid_headers;header::name::tests::test_static_invalid_name_lengths;header::value::from_header_name_tests::it_can_insert_header_name_as_header_value;header::value::from_i16;header::value::from_i32;header::value::from_i64;header::value::from_isize;header::value::from_u16;header::value::from_u32;header::value::from_u64;header::value::from_usize;header::value::test_debug;header::value::test_try_from;header::value::try_from_header_name_tests::it_converts_using_try_from;insert_79_custom_std_headers;insert_all_std_headers;insert_invalid;into_header_name;into_iter_drop_panic_after_yielding_extra_value_double_drops;is_client_error;is_informational;is_redirection;is_server_error;is_success;method::test::test_extension_method;method::test::test_extension_method_chars;method::test::test_invalid_method;method::test::test_is_idempotent;method::test::test_method_eq;remove_entry_3_others_a;remove_entry_3_others_b;remove_entry_multi_0;remove_entry_multi_0_others;remove_entry_multi_1;remove_entry_multi_1_other;remove_entry_multi_2;remove_entry_multi_3;remove_entry_multi_3_others;remove_multiple_a;remove_multiple_b;request::tests::it_can_map_a_body_from_one_type_to_another;reserve;reserve_over_capacity;reserve_overflow;response::tests::it_can_map_a_body_from_one_type_to_another;roundtrip;smoke;tests::request_satisfies_send_sync;tests::response_satisfies_send_sync;uri::authority::tests::allows_percent_in_ipv6_address;uri::authority::tests::allows_percent_in_userinfo;uri::authority::tests::compares_to_self;uri::authority::tests::compares_with_a_str;uri::authority::tests::compares_with_a_string;uri::authority::tests::equal_to_self_of_same_authority;uri::authority::tests::equates_with_a_str;uri::authority::tests::equates_with_a_string;uri::authority::tests::equates_with_a_string_of_a_different_authority;uri::authority::tests::from_static_equates_with_a_str;uri::authority::tests::not_equal_to_self_of_different_authority;uri::authority::tests::not_equal_with_a_str_of_a_different_authority;uri::authority::tests::parse_empty_string_is_error;uri::authority::tests::reject_obviously_invalid_ipv6_address;uri::authority::tests::rejects_invalid_use_of_brackets;uri::authority::tests::rejects_invalid_utf8;uri::authority::tests::rejects_percent_in_hostname;uri::authority::tests::rejects_percent_outside_ipv6_address;uri::builder::tests::build_from_str;uri::builder::tests::build_from_string;uri::builder::tests::build_from_string_ref;uri::builder::tests::build_from_uri;uri::path::tests::allow_utf8_in_path;uri::path::tests::allow_utf8_in_query;uri::path::tests::compares_to_self;uri::path::tests::compares_with_a_str;uri::path::tests::compares_with_a_string;uri::path::tests::equal_to_self_of_same_path;uri::path::tests::equates_with_a_str;uri::path::tests::equates_with_a_string;uri::path::tests::ignores_invalid_percent_encodings;uri::path::tests::ignores_valid_percent_encodings;uri::path::tests::json_is_fine;uri::path::tests::not_equal_to_self_of_different_path;uri::path::tests::not_equal_with_a_str_of_a_different_path;uri::path::tests::not_equal_with_a_string_of_a_different_path;uri::path::tests::rejects_empty_string;uri::path::tests::rejects_invalid_utf8_in_path;uri::path::tests::rejects_invalid_utf8_in_query;uri::path::tests::requires_starting_with_slash;uri::port::tests::partialeq_port;uri::port::tests::partialeq_port_different_reprs;uri::port::tests::partialeq_u16;uri::port::tests::u16_from_port;uri::scheme::test::invalid_scheme_is_error;uri::scheme::test::scheme_eq_to_str;uri::tests::test_authority_uri_parts_round_trip;uri::tests::test_char_table;uri::tests::test_ipv6;uri::tests::test_ipv6_shorthand;uri::tests::test_ipv6_shorthand2;uri::tests::test_ipv6_shorthand3;uri::tests::test_ipv6_with_port;uri::tests::test_max_length_scheme;uri::tests::test_max_uri_len;uri::tests::test_overflowing_scheme;uri::tests::test_partial_eq_path_with_terminating_questionmark;uri::tests::test_path_permissive;uri::tests::test_percentage_encoded_path;uri::tests::test_query_permissive;uri::tests::test_uri_authority_only_one_character_issue_197;uri::tests::test_uri_parse_absolute_form;uri::tests::test_uri_parse_absolute_form_with_empty_path_and_fragment_with_questionmark;uri::tests::test_uri_parse_absolute_form_with_empty_path_and_fragment_with_slash;uri::tests::test_uri_parse_absolute_form_with_empty_path_and_nonempty_query;uri::tests::test_uri_parse_absolute_form_without_path;uri::tests::test_uri_parse_absolute_with_default_port_http;uri::tests::test_uri_parse_absolute_with_default_port_https;uri::tests::test_uri_parse_asterisk_form;uri::tests::test_uri_parse_authority_form;uri::tests::test_uri_parse_authority_no_port;uri::tests::test_uri_parse_error;uri::tests::test_uri_parse_fragment_questionmark;uri::tests::test_uri_parse_long_host_with_no_scheme;uri::tests::test_uri_parse_long_host_with_port_and_no_scheme;uri::tests::test_uri_parse_path_and_query;uri::tests::test_uri_parse_path_with_terminating_questionmark;uri::tests::test_uri_to_path_and_query;uri::tests::test_userinfo1;uri::tests::test_userinfo2;uri::tests::test_userinfo3;uri::tests::test_userinfo_pass_with_port;uri::tests::test_userinfo_with_port;value_htab;with_capacity_max;with_capacity_overflow,false
num-bigint-0.4.6,bigint::test_modpow_big;bigint::test_sqrt_x_neg;biguint::iter::test_iter_u32_digits_be;biguint::power::test_plain_modpow;biguint::test_modpow_big;biguint::test_nth_root_big;biguint::test_roots_rand1;fuzzed_mul_1;test_all_str_radix;test_bitand;test_bitwise_i64;test_checked_mul;test_convert_f64;test_convert_i128;test_convert_u128;test_div_ceil;test_div_rem_euclid;test_from_bytes_le;test_gcd;test_iter_product;test_lcm;test_mul_overflow_2;test_not;test_prev_multiple_of;test_scalar_mul;test_shl;test_sub;test_to_signed_bytes_be;test_trailing_zeros,false
parking_lot-0.12.5,condvar::webkit_queue_test::new_test_without_timeout_5;condvar::webkit_queue_test::one_producer_one_consumer_hundred_slots;condvar::webkit_queue_test::one_producer_one_consumer_one_slot;condvar::webkit_queue_test::one_producer_one_consumer_one_slot_timeout;condvar::webkit_queue_test::one_producer_ten_consumers_hundred_slots_notify_all;condvar::webkit_queue_test::one_producer_ten_consumers_hundred_slots_notify_one;condvar::webkit_queue_test::one_producer_ten_consumers_one_slot;condvar::webkit_queue_test::sanity_check_queue;condvar::webkit_queue_test::sanity_check_queue_timeout;condvar::webkit_queue_test::ten_producers_one_consumer_hundred_slots_notify_all;condvar::webkit_queue_test::ten_producers_one_consumer_hundred_slots_notify_one;condvar::webkit_queue_test::ten_producers_one_consumer_one_slot;condvar::webkit_queue_test::ten_producers_ten_consumers_hundred_slots_notify_all;condvar::webkit_queue_test::ten_producers_ten_consumers_hundred_slots_notify_one;condvar::webkit_queue_test::ten_producers_ten_consumers_one_slot;fair_mutex::tests::lots_and_lots;fair_mutex::tests::smoke;fair_mutex::tests::test_get_mut;fair_mutex::tests::test_into_inner;fair_mutex::tests::test_into_inner_drop;fair_mutex::tests::test_mutex_arc_access_in_unwind;fair_mutex::tests::test_mutex_arc_nested;fair_mutex::tests::test_mutex_debug;fair_mutex::tests::test_mutex_unsized;fair_mutex::tests::test_mutexguard_sync;fair_mutex::tests::try_lock;issue_392;main;mutex::tests::lots_and_lots;mutex::tests::smoke;mutex::tests::test_get_mut;mutex::tests::test_into_inner;mutex::tests::test_into_inner_drop;mutex::tests::test_map_or_err_mapped;mutex::tests::test_map_or_err_not_mapped;mutex::tests::test_mutex_arc_access_in_unwind;mutex::tests::test_mutex_arc_condvar;mutex::tests::test_mutex_arc_nested;mutex::tests::test_mutex_debug;mutex::tests::test_mutex_unsized;mutex::tests::test_mutexguard_sync;mutex::tests::try_lock;once::tests::poison_bad;once::tests::smoke_once;once::tests::stampede_once;once::tests::test_once_debug;once::tests::wait_for_force_to_finish;remutex::tests::is_mutex;remutex::tests::smoke;remutex::tests::test_reentrant_mutex_bump;remutex::tests::test_reentrant_mutex_debug;remutex::tests::trylock_works;rwlock::tests::frob;rwlock::tests::smoke;rwlock::tests::test_clone;rwlock::tests::test_get_mut;rwlock::tests::test_into_inner;rwlock::tests::test_into_inner_drop;rwlock::tests::test_issue_203;rwlock::tests::test_ruw_arc;rwlock::tests::test_rw_arc;rwlock::tests::test_rw_arc_access_in_unwind;rwlock::tests::test_rw_arc_no_poison_rr;rwlock::tests::test_rw_arc_no_poison_rw;rwlock::tests::test_rw_arc_no_poison_wr;rwlock::tests::test_rw_arc_no_poison_ww;rwlock::tests::test_rw_write_is_locked;rwlock::tests::test_rwlock_debug;rwlock::tests::test_rwlock_downgrade;rwlock::tests::test_rwlock_recursive;rwlock::tests::test_rwlock_try_read;rwlock::tests::test_rwlock_try_upgrade;rwlock::tests::test_rwlock_try_write;rwlock::tests::test_rwlock_unsized;rwlock::tests::test_rwlockguard_sync,false
ahash-0.8.12,fallback_hash::tests::test_hash;hash_map::test::test_borrow;hash_quality_test::fallback_tests::fallback_all_bytes_matter;hash_quality_test::fallback_tests::fallback_finish_is_consistant;hash_quality_test::fallback_tests::fallback_input_affect_every_byte;hash_quality_test::fallback_tests::fallback_keys_affect_every_byte;hash_quality_test::fallback_tests::fallback_keys_change_output;hash_quality_test::fallback_tests::fallback_length_extension;hash_quality_test::fallback_tests::fallback_padding_doesnot_collide;hash_quality_test::fallback_tests::fallback_single_bit_flip;hash_quality_test::fallback_tests::fallback_single_key_bit_flip;hash_quality_test::fallback_tests::fallback_test_no_full_collisions;hash_quality_test::fallback_tests::fallback_test_no_pair_collisions;hash_quality_test::fallback_tests::test_no_sparse_collisions;operations::test::test_add_length;operations::test::test_shuffle_contains_each_value;operations::test::test_shuffle_moves_every_value;operations::test::test_shuffle_moves_high_bits;random_state::test::test_not_pi;random_state::test::test_unique;random_state::test::test_with_seeds_const;specialize::test::test_input_processed;specialize::test::test_ref_independent;specialize::test::test_specialized_invoked;test::test_ahash_alias_map_construction;test::test_ahash_alias_set_construction;test::test_ahasher_construction;test::test_builder;test::test_conversion;test::test_default_builder;test::test_non_zero;test::test_non_zero_specialized;test::test_specialize_reference_hash;test_ahash_alias_map_construction;test_ahash_alias_set_construction;test_bucket_distribution;test_byte_dist;test_key_ref;test_no_panic,false
twox-hash-2.1.2,xxhash3_128::test::streaming_241_plus_bytes;xxhash3_64::test::oneshot_129_to_240_bytes;xxhash3_64::test::oneshot_4_to_8_bytes;xxhash3_64::test::streaming_129_to_240_bytes;xxhash3_64::test::streaming_241_plus_bytes;xxhash3_64::test::streaming_4_to_8_bytes;xxhash3_64::test::streaming_with_seed;xxhash64::random_impl::test::can_be_used_in_a_hashmap_with_a_random_seed;xxhash64::test::hash_of_multiple_chunks_matches_c_implementation;xxhash64::test::hash_of_nothing_matches_c_implementation;xxhash64::test::hash_with_different_seed_matches_c_implementation;xxhash64::test::hashes_with_different_offsets_are_the_same,false
simd-adler32-0.3.9,imp::neon::tests::random;imp::neon::tests::wiki;imp::neon::tests::zeroes;imp::scalar::tests::mixed_short;imp::scalar::tests::ones_short;imp::scalar::tests::wiki;imp::scalar::tests::zeroes_short;imp::sse2::tests::ones;imp::sse2::tests::random;imp::sse2::tests::wiki;imp::sse2::tests::zeroes;imp::ssse3::tests::ones;imp::ssse3::tests::random;imp::ssse3::tests::wiki;imp::ssse3::tests::zeroes;imp::wasm::tests::ones;imp::wasm::tests::random;imp::wasm::tests::wiki;imp::wasm::tests::zeroes;tests::test_from_checksum,false
