crate,n_attr_ignored,n_cfg_out,ignored_tests
itertools-0.14.0,0,171,array_combinations;at_most_one_i32;chunk_clone_equal;circular_tuple_windows_exact_size;collect_tuple_matches_size;consistent_grouping_map_with_by;correct_cartesian_product3;correct_empty_multi_product;correct_group_map_modulo_key;correct_grouping_map_by_aggregate_modulo_key;correct_grouping_map_by_collect_modulo_key;correct_grouping_map_by_fold_modulo_key;correct_grouping_map_by_fold_with_modulo_key;correct_grouping_map_by_max_by_key_modulo_key;correct_grouping_map_by_max_by_modulo_key;correct_grouping_map_by_max_modulo_key;correct_grouping_map_by_min_by_key_modulo_key;correct_grouping_map_by_min_by_modulo_key;correct_grouping_map_by_min_max_minmax_order_modulo_key;correct_grouping_map_by_min_modulo_key;correct_grouping_map_by_minmax_by_key_modulo_key;correct_grouping_map_by_minmax_by_modulo_key;correct_grouping_map_by_minmax_modulo_key;correct_grouping_map_by_product_modulo_key;correct_grouping_map_by_reduce_modulo_key;correct_grouping_map_by_sum_modulo_key;correct_multi_product3;correct_peek_nth;correct_permutations;count_unique;counts;dedup_via_coalesce;equal_chunks_lazy;equal_circular_tuple_windows_1;equal_circular_tuple_windows_2;equal_circular_tuple_windows_3;equal_circular_tuple_windows_4;equal_cloned_circular_tuple_windows;equal_cloned_circular_tuple_windows_complete;equal_cloned_circular_tuple_windows_noninitial;equal_combinations;equal_combinations_2;equal_dedup;equal_dedup_by;equal_intersperse;equal_kmerge;equal_kmerge_2;equal_kmerge_by_ge;equal_kmerge_by_le;equal_kmerge_by_lt;equal_merge;equal_partition;equal_positions;equal_tuple_windows_1;equal_tuple_windows_2;equal_tuple_windows_3;equal_tuple_windows_4;equal_tuples_1;equal_tuples_2;equal_tuples_3;equal_tuples_4;equal_zip_eq;exact_interleave;exact_interleave_shortest;exact_repeatn;exact_size_combinations_1;exact_size_combinations_2;exact_size_combinations_3;exact_tuple_buffer;exactly_one_error;exactly_one_i32;fused_combination;fused_combination_with_replacement;fused_filter_map_ok;fused_filter_ok;fused_interleave_shortest;fused_merge;fused_pad_using;fused_positions;fused_product;fused_tuple_combination;fused_tuple_windows;fused_unique;fused_unique_by;fused_update;fuzz_chunk_by_lazy_1;fuzz_chunk_by_lazy_2;fuzz_chunk_by_lazy_3;fuzz_chunk_by_lazy_duo;k_smallest_by_sort_i16;k_smallest_by_sort_i32;k_smallest_by_sort_i64;k_smallest_by_sort_i8;k_smallest_by_sort_u16;k_smallest_by_sort_u32;k_smallest_by_sort_u64;k_smallest_by_sort_u8;k_smallest_range;k_smallest_relaxed_range;k_smallest_sort_i16;k_smallest_sort_i32;k_smallest_sort_i64;k_smallest_sort_i8;k_smallest_sort_u16;k_smallest_sort_u32;k_smallest_sort_u64;k_smallest_sort_u8;max_set_by_contains_max;max_set_by_key_contains_max;max_set_contains_max;merge_join_by_bool;merge_join_by_bool_unwrapped_is_merge_by;merge_join_by_ordering;merge_join_by_ordering_vs_bool;min_set_by_contains_min;min_set_by_key_contains_min;min_set_contains_min;minmax_f64;peek_nth_mut_replace;peek_nth_next_if;peek_nth_with_peek;peek_nth_with_peek_mut;peek_nth_with_peek_nth;peek_nth_with_peek_nth_mut;permutations_count;permutations_k0_yields_once;permutations_lexic_order;permutations_size;process_results;put_back_qc;repeat_n;size_2_zip_longest;size_combinations;size_dedup;size_dedup_by;size_duplicates;size_interleave;size_interleave_shortest;size_intersperse;size_kmerge;size_merge;size_multi_product;size_multipeek;size_pad_tail;size_pad_tail2;size_peek_nth;size_powerset;size_product;size_product3;size_put_back;size_put_backn;size_take_while_ref;size_tee;size_tee_2;size_unique;size_zip;size_zip_longest;size_zip_macro;size_zip_rc;tail;test_double_ended_zip_2;test_double_ended_zip_3;tree_reduce_f64;tuple_combinations;tuple_windows_exact_size_1;tuple_windows_exact_size_4;tuples_size_hint_exact;tuples_size_hint_inexact;with_position_exact_size_1;with_position_exact_size_2;zip_eq_panics
ryu-1.0.23,2,0,test_exhaustive;test_non_finite
smallvec-1.15.1,0,0,
utf8_iter-1.0.4,0,0,
urlencoding-2.1.3,0,0,
unicode-bidi-0.3.18,0,0,
unicode-normalization-0.1.25,0,0,
twox-hash-2.1.2,1,0,xxhash32::test::length_overflows_32bit
wasm-bindgen-0.2.122,0,0,
crypto-bigint-0.7.3,0,32,int::gcd::tests::gcd::gcd_sizes;int::gcd::tests::test_int_xgcd::xgcd_sizes;int::gcd::tests::test_nonzero_int_xgcd::binxgcd;int::gcd::tests::test_odd_int_xgcd::binxgcd;int::gcd::tests::traits::gcd_always_positive;int::gcd::tests::traits::gcd_int_uint;modular::bingcd::gcd::tests::test_classic_bingcd::test_classic_bingcd;modular::bingcd::gcd::tests::test_optimized_bingcd::test_optimized_bingcd;modular::bingcd::xgcd::tests::test_binxgcd_nz::test_binxgcd_nz;modular::bingcd::xgcd::tests::test_classic_binxgcd::test_classic_binxgcd;modular::bingcd::xgcd::tests::test_derive_bezout_coefficients::test_derive_bezout_coefficients_basic;modular::bingcd::xgcd::tests::test_derive_bezout_coefficients::test_derive_bezout_coefficients_removes_doublings_easy;modular::bingcd::xgcd::tests::test_derive_bezout_coefficients::test_derive_bezout_coefficients_removes_doublings_for_odd_numbers;modular::bingcd::xgcd::tests::test_derive_bezout_coefficients::test_derive_bezout_coefficients_unit;modular::bingcd::xgcd::tests::test_extract_quotients::test_extract_quotients_basic;modular::bingcd::xgcd::tests::test_extract_quotients::test_extract_quotients_unit;modular::bingcd::xgcd::tests::test_optimized_binxgcd::optimized_binxgcd;modular::bingcd::xgcd::tests::test_optimized_binxgcd::test_optimized_binxgcd_edge_cases;modular::bingcd::xgcd::tests::test_partial_binxgcd::test_partial_binxgcd;modular::bingcd::xgcd::tests::test_partial_binxgcd::test_partial_binxgcd_constructs_correct_matrix;modular::bingcd::xgcd::tests::test_partial_binxgcd::test_partial_binxgcd_does_not_halt;modular::bingcd::xgcd::tests::test_partial_binxgcd::test_partial_binxgcd_halts;uint::gcd::tests::gcd::gcd_sizes;uint::gcd::tests::traits::gcd_nonprime;uint::gcd::tests::traits::gcd_one;uint::gcd::tests::traits::gcd_relatively_prime;uint::gcd::tests::traits::gcd_two;uint::gcd::tests::traits::gcd_unsigned_int;uint::gcd::tests::traits::gcd_zero;uint::gcd::tests::traits::xgcd_expected;uint::gcd::tests::xgcd::binxgcd;uint::gcd::tests::xgcd::regression_tests
utf8parse-0.2.2,0,0,
serde_json-1.0.150,1,1,test_deserialize_from_stream;ui
thread_local-1.1.9,0,0,
which-8.0.2,0,0,
tinystr-0.8.3,0,0,
zeroize-1.8.2,0,0,
yansi-1.0.1,0,0,
tracing-log-0.2.0,0,0,
spin-0.12.0,0,0,
uuid-1.23.2,0,0,
tokio-stream-0.1.18,1,0,pending_first
yoke-0.8.2,0,0,
writeable-0.6.3,0,0,
tower-http-0.6.11,0,0,
zerocopy-0.8.50,1,0,layout::tests::test_validate_cast_and_convert_metadata
tungstenite-0.29.0,0,0,
serde_with-3.20.0,0,0,
bincode-2.0.1,1,0,test_std_file
addr2line-0.26.1,0,0,
url-2.5.8,0,0,
