build,crate,status,compile_seconds,run_seconds,timestamp,job_id
rust,allocator-api2-0.2.21,build_failed,2.350,0.000,2026-06-05T03:50:37Z,1750980
rust,linux-raw-sys-0.11.0,success,4.903,0.622,2026-06-05T03:50:40Z,1750984
rust,proc-macro2-1.0.101,fetch_failed,0.000,0.000,2026-06-05T03:50:42Z,1750995
rust,chacha20-0.10.0,success,6.404,0.634,2026-06-05T03:50:42Z,1750982
rust,tree_timing,success,13.040,0.079,2026-06-05T03:50:49Z,1750985
rust,rand-0.10.0,success,18.127,0.895,2026-06-05T03:50:59Z,1750986
rust,libc-0.2.178,success,18.693,0.961,2026-06-05T03:51:02Z,1750998
rust,socket2-0.6.1,success,13.701,1.974,2026-06-05T03:51:02Z,1750999
rust,unicode-ident-1.0.19,test_failed,26.891,0.245,2026-06-05T03:51:06Z,1750983
rust,regex-automata-0.4.13,build_failed,25.374,0.000,2026-06-05T03:51:08Z,1750981
rust,either-1.11.0,success,18.024,5.191,2026-06-05T03:51:09Z,1750996
rust,ppv-lite86-0.2.21,success,13.504,1.119,2026-06-05T03:51:09Z,1750994
rust,serde_core-1.0.228,test_failed,18.533,7.378,2026-06-05T03:51:14Z,1750992
rust,memchr-2.7.6,success,30.857,17.012,2026-06-05T03:51:38Z,1751001
rust,aho-corasick-1.1.3,success,33.978,33.182,2026-06-05T03:51:54Z,1750987
rust,log-0.4.29,success,49.014,5.573,2026-06-05T03:51:58Z,1750997
rust,foldhash-0.2.0,success,61.975,1.072,2026-06-05T03:52:19Z,1750989
rust,rustix-1.1.3,success,33.940,1.146,2026-06-05T03:52:20Z,1750988
rust,zerocopy-0.8.31,success,43.193,10.733,2026-06-05T03:52:25Z,1751000
rust,indexmap-2.13.0,success,57.206,11.508,2026-06-05T03:52:34Z,1750993
rust,hashbrown-0.16.1,success,41.679,57.072,2026-06-05T03:53:17Z,1751003
rust,getrandom-0.4.0,success,15.028,2.163,2026-06-05T03:52:33Z,1751002
rust,itertools-0.14.0,success,91.714,41.709,2026-06-05T03:53:48Z,1750990
rust,proc-macro2-1.0.101,fetch_failed,0.000,0.000,2026-06-05T15:45:16Z,1754570
rust,allocator-api2-0.2.21,build_failed,2.446,0.000,2026-06-05T15:45:20Z,1754561
rust,linux-raw-sys-0.11.0,success,6.827,0.653,2026-06-05T15:45:26Z,1754578
rust,chacha20-0.10.0,success,6.819,1.088,2026-06-05T15:45:26Z,1754572
rust,libc-0.2.178,success,8.061,0.901,2026-06-05T15:45:27Z,1754576
rust,ppv-lite86-0.2.21,success,10.179,0.855,2026-06-05T15:45:31Z,1754581
rust,tree_timing,success,12.764,0.080,2026-06-05T15:45:31Z,1754564
rust,socket2-0.6.1,success,7.699,1.021,2026-06-05T15:45:32Z,1754574
rust,either-1.11.0,success,11.248,3.424,2026-06-05T15:45:35Z,1754583
rust,getrandom-0.4.0,success,3.848,0.831,2026-06-05T15:45:32Z,1754567
rust,log-0.4.29,success,15.957,1.982,2026-06-05T15:45:37Z,1754577
rust,rand-0.10.0,success,18.711,0.923,2026-06-05T15:45:44Z,1754563
rust,indexmap-2.13.0,success,22.059,6.244,2026-06-05T15:45:49Z,1754579
rust,serde_core-1.0.228,test_failed,21.509,6.466,2026-06-05T15:45:50Z,1754584
rust,aho-corasick-1.1.3,success,13.159,20.561,2026-06-05T15:45:52Z,1754580
rust,regex-automata-0.4.13,build_failed,26.498,0.000,2026-06-05T15:45:51Z,1754566
rust,rustix-1.1.3,success,16.789,0.764,2026-06-05T15:45:50Z,1754562
rust,memchr-2.7.6,success,24.733,15.064,2026-06-05T15:45:57Z,1754569
rust,foldhash-0.2.0,success,31.803,0.661,2026-06-05T15:45:59Z,1754568
rust,zerocopy-0.8.31,success,31.696,10.674,2026-06-05T15:46:05Z,1754582
rust,unicode-ident-1.0.19,test_failed,42.290,0.261,2026-06-05T15:46:10Z,1754575
rust,syn-2.0.106,build_failed,53.085,0.000,2026-06-05T15:46:28Z,1754571
rust,itertools-0.14.0,success,47.405,30.063,2026-06-05T15:46:48Z,1754565
rust,hashbrown-0.16.1,success,51.409,46.743,2026-06-05T15:47:41Z,1754573
