build,crate,status,compile_seconds,run_seconds,timestamp,job_id
base-miri,libc-0.2.178,success,6.168,3.762,2026-06-05T04:05:54Z,1751058
base-miri,log-0.4.29,success,17.121,4.457,2026-06-05T04:06:08Z,1751057
base-miri,allocator-api2-0.2.21,test_failed,0.658,5.768,2026-06-05T04:06:07Z,1751065
base-miri,linux-raw-sys-0.11.0,success,9.597,2.994,2026-06-05T04:06:11Z,1751070
base-miri,either-1.11.0,success,19.264,2.784,2026-06-05T04:06:17Z,1751064
base-miri,ppv-lite86-0.2.21,success,9.576,2.470,2026-06-05T04:06:23Z,1751066
base-miri,tree_timing,build_failed,0.965,0.000,2026-06-05T04:06:22Z,1751068
base-miri,socket2-0.6.1,success,5.327,3.923,2026-06-05T04:06:23Z,1751067
base-miri,rustix-1.1.3,test_failed,20.575,1.961,2026-06-05T04:06:25Z,1751056
base-miri,foldhash-0.2.0,success,33.921,1.450,2026-06-05T04:06:30Z,1751055
base-miri,serde_core-1.0.228,success,28.204,5.537,2026-06-05T04:06:40Z,1751060
base-miri,regex-automata-0.4.13,test_failed,26.451,39.541,2026-06-05T04:07:00Z,1751052
base-miri,syn-2.0.106,build_failed,17.591,0.000,2026-06-05T04:07:15Z,1751062
base-miri,hashbrown-0.16.1,success,26.282,31.288,2026-06-05T04:07:28Z,1751072
base-miri,proc-macro2-1.0.101,success,22.995,13.322,2026-06-05T04:07:09Z,1751069
base-miri,indexmap-2.13.0,success,16.649,134.807,2026-06-05T04:08:18Z,1751053
base-miri,getrandom-0.4.0,success,8.572,11.205,2026-06-05T04:08:06Z,1751071
base-miri,chacha20-0.10.0,success,16.811,221.732,2026-06-05T04:09:57Z,1751061
base-miri,memchr-2.7.6,success,6.339,297.895,2026-06-05T04:10:50Z,1751054
base-miri,zerocopy-0.8.31,success,41.407,239.904,2026-06-05T04:10:44Z,1751073
base-miri,itertools-0.14.0,success,33.419,247.011,2026-06-05T04:11:21Z,1751063
base-miri,rand-0.10.0,success,51.088,110.739,2026-06-05T04:10:53Z,1751059
base-miri,unicode-ident-1.0.19,test_failed,66.090,417.826,2026-06-05T04:14:39Z,1751074
