crate,test,rust_status,rust_mean_s,rust_min_s,rust_max_s,miri_status,miri_mean_s,miri_min_s,miri_max_s,bsan_status,bsan_mean_s,bsan_min_s,bsan_max_s
alloc-stdlib-0.2.2,tests::std_test,success,0.05131944070000001,0.049350118000000005,0.054925946,success,3.1750876154,3.144168142,3.243826598,success,3.9731119966,2.763039842,4.631530575
alloc-stdlib-0.2.2,uninitialized_calloc_pool_test,success,0.04897693610000001,0.046722142,0.050623848000000006,success,3.2294313681999993,3.169946639,3.2762757750000002,success,3.4950153665999997,2.448654534,5.152481437
alloc-stdlib-0.2.2,uninitialized_global_pool_test,success,0.0490051576,0.047641833,0.050397131000000005,success,3.0454956174000003,3.012517197,3.081229561,success,4.4961612138,4.362502517,4.764167341
alloc-stdlib-0.2.2,uninitialized_stack_pool_free_null,success,0.0493030621,0.047284940000000004,0.053681692,success,3.0326821148,2.976838179,3.101212377,success,3.2313100820000002,2.126164916,4.801600669
alloc-stdlib-0.2.2,uninitialized_stack_pool_test,success,0.0498174038,0.048324655,0.055888273,success,3.0211175606000005,2.9726125740000002,3.058453329,success,2.1142057744,2.082525844,2.15118105
ansi_term-0.12.1,ansi::test::black,success,0.0961502115,0.08816870900000001,0.10473288900000001,success,1.4025456983999998,1.3847410930000001,1.433944327,success,1.00663908,0.9930571720000001,1.013708255
ansi_term-0.12.1,ansi::test::blink,success,0.09486023530000001,0.088452786,0.10332922300000001,success,1.4006755626,1.388365077,1.419947968,success,0.9998819902000001,0.986469161,1.005567409
ansi_term-0.12.1,ansi::test::blue_on_rgb,success,0.09254158310000002,0.08899422200000001,0.098637209,success,1.3745206068,1.355107353,1.401922837,success,1.0126438616000002,1.001029388,1.021452118
ansi_term-0.12.1,ansi::test::blue_underline,success,0.0952086399,0.089152615,0.10158419,success,1.3677018276,1.326824789,1.406078205,success,1.0182752874,0.9934357610000001,1.026868552
ansi_term-0.12.1,ansi::test::bold,success,0.09649615120000002,0.09076126400000001,0.106026035,success,1.3495775598,1.3172083030000001,1.3970701060000001,success,1.0126665758,0.993664619,1.034077258
ansi_term-0.12.1,ansi::test::bunderline,success,0.0984622486,0.091915492,0.11187864600000001,success,1.3354373706,1.307216134,1.375096093,success,1.007001056,0.9920577410000001,1.026934437
ansi_term-0.12.1,ansi::test::cyan_bold_on_white,success,0.0958770926,0.090276006,0.10834605600000001,success,1.3575496588,1.317801717,1.407320549,success,1.0012077856,0.9808946020000001,1.013734621
ansi_term-0.12.1,ansi::test::cyan_bold_ul_on_white,success,0.0933897432,0.08933611000000001,0.09896645500000001,success,1.3304818001999998,1.29539245,1.39305637,success,1.001400855,0.9901333320000001,1.024562949
ansi_term-0.12.1,ansi::test::cyan_ul_bold_on_white,success,0.09426873799999999,0.089907728,0.101322168,success,1.3118751576,1.303324447,1.332809252,success,0.9995220652000001,0.986653666,1.019365225
ansi_term-0.12.1,ansi::test::cyan_ul_on_white,success,0.0946646996,0.090694696,0.10027155500000001,success,1.334369852,1.2774651160000001,1.493050043,success,1.0032817022,0.993852732,1.011573265
ansi_term-0.12.1,ansi::test::dimmed,success,0.100218777,0.095269323,0.10886274900000001,success,1.3052680046,1.284297347,1.3406930510000001,success,0.9974014456000001,0.9865340850000001,1.012190996
ansi_term-0.12.1,ansi::test::fixed,success,0.096296928,0.09103794700000001,0.103457294,success,1.3146132735999998,1.272647599,1.389773943,success,0.9834418811999999,0.974981647,0.9937335350000001
ansi_term-0.12.1,ansi::test::fixed_on_fixed,success,0.10087176430000003,0.093657476,0.13775989900000002,success,1.3395834366,1.289287079,1.403007803,success,0.9821272568000001,0.974029192,0.9903729680000001
ansi_term-0.12.1,ansi::test::fixed_on_purple,success,0.09879869890000001,0.090802771,0.114772464,success,1.2924634229999998,1.250111246,1.313763073,success,0.9694320224,0.9445387220000001,0.9914988790000001
ansi_term-0.12.1,ansi::test::green_bold_ul,success,0.09998756080000001,0.09259170800000001,0.116214753,success,1.3024610176,1.287168239,1.3205418930000001,success,0.9451432780000001,0.9337447270000001,0.9559002710000001
ansi_term-0.12.1,ansi::test::green_bold_ul_2,success,0.09870152310000001,0.09068656,0.12943081,success,1.2832099984,1.269786683,1.300241522,success,0.9452949892,0.937966469,0.955124213
ansi_term-0.12.1,ansi::test::hidden,success,0.0966965862,0.09037972500000001,0.107667156,success,1.2771542794,1.235460211,1.3115190270000001,success,0.9400705772,0.931964738,0.948504941
ansi_term-0.12.1,ansi::test::italic,success,0.09308398220000001,0.089123195,0.100539161,success,1.3142060292,1.268925246,1.364215314,success,0.9457422282000001,0.937610182,0.955088178
ansi_term-0.12.1,ansi::test::plain,success,0.0949091857,0.08796612100000001,0.101526109,success,1.2799878126,1.268749292,1.302644442,success,0.940024339,0.9306413530000001,0.9478481550000001
ansi_term-0.12.1,ansi::test::purple_on_white,success,0.098586737,0.089423745,0.13851801,success,1.295198775,1.2630784130000001,1.333890787,success,0.9195507786,0.912983493,0.9280581480000001
ansi_term-0.12.1,ansi::test::purple_on_white_2,success,0.09483183380000001,0.089485984,0.108828111,success,1.2930349211999999,1.265437081,1.332025376,success,0.9264566772,0.909744941,0.947193904
ansi_term-0.12.1,ansi::test::red,success,0.0902564221,0.086789244,0.093333317,success,1.2815727716,1.258765482,1.3100538240000001,success,0.9169592768000001,0.9028710010000001,0.941101717
