crate,test,rust_status,rust_mean_s,rust_min_s,rust_max_s,miri_status,miri_mean_s,miri_min_s,miri_max_s,aa4e1ea-bsan_status,aa4e1ea-bsan_mean_s,aa4e1ea-bsan_min_s,aa4e1ea-bsan_max_s
bytes-1.11.1,bytes::get_i32_le,success,0.1349331537,0.126034359,0.149368886,success,16.750103951199996,16.701834534,16.830908553,success,13.611241402000001,13.535643674,13.663449152
bytes-1.11.1,bytes::get_i32_le_overflow,success,0.12894592970000002,0.12443435700000001,0.13710808900000002,success,16.9637643412,16.59095404,17.360911681,success,13.6374587254,13.595901072,13.776272273
bytes-1.11.1,bytes::get_i32_ne,success,0.1347720714,0.127637325,0.15560191,success,16.9861930044,16.656013704,17.394812133,success,13.6395027486,13.522815794,13.753720994
bytes-1.11.1,bytes::get_i32_ne_overflow,success,0.13162911110000003,0.12500228200000002,0.141619815,success,17.1159031534,16.926020569,17.279990376,success,13.712238805800002,13.641081292,13.78803572
bytes-1.11.1,bytes::get_i64_be,success,0.13259852759999996,0.127181343,0.150720771,success,16.7027441428,16.54191597,16.834006996,success,13.645920136800001,13.57146501,13.705772401
bytes-1.11.1,bytes::get_i64_be_overflow,success,0.1297608793,0.126106689,0.13555996,success,17.1015434456,16.924901618,17.388020354,success,13.7842637288,13.622707213,13.899611731
bytes-1.11.1,bytes::get_i64_le,success,0.12948289070000002,0.12536460000000002,0.135047322,success,16.6879187208,16.562901451,16.768964723,success,13.6664086398,13.568362099,13.832581918
bytes-1.11.1,bytes::get_i64_le_overflow,success,0.13012246340000003,0.12660327400000002,0.13326865200000002,success,17.1531456664,16.847907307,17.633059339,success,13.7209740906,13.640103867,13.839596781000001
bytes-1.11.1,bytes::get_i64_ne,success,0.13348355960000002,0.128361955,0.146934326,success,16.9511174816,16.878939148,17.067082085,success,13.699277946199999,13.535470145,13.833827212
bytes-1.11.1,bytes::get_i64_ne_overflow,success,0.13739845820000002,0.12735105000000002,0.152232382,success,16.7053395454,16.455059197,16.917739835,success,13.713681600799998,13.676191978,13.759113241
bytes-1.11.1,bytes::get_i8,success,0.1352806112,0.127098337,0.17332197800000002,success,16.883339009999997,16.546007658,17.228949608,success,13.7035521494,13.620660443,13.813841384
bytes-1.11.1,bytes::get_i8_overflow,success,0.12803135650000003,0.12342491400000001,0.133470589,success,16.874335846399998,16.704174976,17.017796196,success,13.7093523074,13.532485234,13.815572746
bytes-1.11.1,bytes::get_int_be,success,0.12849904969999998,0.12232485400000001,0.137722918,success,16.9727429596,16.887063481,17.170765741,success,13.6460721962,13.591787603,13.690586424
bytes-1.11.1,bytes::get_int_be_overflow,success,0.13104906840000002,0.12950095,0.13357813100000002,success,16.930552110599997,16.746053719,17.041991911,success,13.7304769924,13.611279959,13.902370354
bytes-1.11.1,bytes::get_int_le,success,0.13416306390000002,0.12411854700000001,0.166141492,success,16.9667456144,16.816873583,17.16707949,success,13.7196320444,13.630246325,13.790242414
bytes-1.11.1,bytes::get_int_le_overflow,success,0.1271839959,0.12129663,0.134037663,success,16.7386299946,16.63195802,16.901984418,success,13.794632411,13.673976049,13.899904183
bytes-1.11.1,bytes::get_int_ne,success,0.12778132800000003,0.12267124700000001,0.13124438300000002,success,16.919356724,16.619156414,17.337968592,success,13.6649885854,13.614998795,13.779258507
bytes-1.11.1,bytes::get_int_ne_overflow,success,0.13942539450000002,0.12704790600000002,0.224897919,success,16.886332774200003,16.770071411,16.978954594,success,13.736483071,13.69350483,13.776821594
bytes-1.11.1,bytes::get_u128_be,success,0.13029095620000003,0.12497028600000001,0.13922837500000002,success,16.7291629172,16.596017944,16.883947836,success,13.7490692558,13.658569766,13.849396244
bytes-1.11.1,bytes::get_u128_be_overflow,success,0.1346137205,0.121942146,0.179027653,success,16.721973936999998,16.688284752,16.811970665,success,13.918695374999999,13.792074174,14.01294366
bytes-1.11.1,bytes::get_u128_le,success,0.1278588825,0.122034235,0.138296561,success,16.916579613399996,16.705974981,17.240849923,success,13.786840984600001,13.707302109,13.850614672
bytes-1.11.1,bytes::get_u128_le_overflow,success,0.1234014315,0.120398954,0.127564236,success,16.8001579696,16.548930015,17.091010607,success,13.863619828000001,13.745174642,13.998654189
bytes-1.11.1,bytes::get_u128_ne,success,0.12693214300000003,0.12255631800000001,0.13189109200000002,success,16.723149643000003,16.664154394,16.860950462,success,13.869590229,13.847742933,13.921010416
bytes-1.11.1,bytes::get_u128_ne_overflow,success,0.127698924,0.121322497,0.134354262,success,16.8757873378,16.596862786,17.221948463,success,13.9043883336,13.653615448,14.076717457
bytes-1.11.1,bytes::get_u16_be,success,0.12639608000000002,0.12246865900000001,0.133445256,success,16.8507368958,16.749705339,17.036030454,success,13.839222563799998,13.757913614,13.895972232
bytes-1.11.1,bytes::get_u16_be_overflow,success,0.1300418022,0.123864371,0.14883410300000002,success,17.105744185200003,16.662818053,17.833979964,success,13.820450263200001,13.721377703,13.922884611
bytes-1.11.1,bytes::get_u16_le,success,0.12744141459999997,0.119664689,0.14295944700000002,success,16.8915357944,16.699961382,17.410832402,success,13.763108582400003,13.67082156,13.922715713
bytes-1.11.1,bytes::get_u16_le_overflow,success,0.13034615030000002,0.122994638,0.148806889,success,16.5551533748,15.789754905,16.835826468,success,13.8148159404,13.773872828,13.839486089
bytes-1.11.1,bytes::get_u16_ne,success,0.1252396222,0.12051631700000001,0.130503444,success,17.009977458599998,16.810948127,17.254969108,success,13.8477171986,13.688237887,13.978508932
bytes-1.11.1,bytes::get_u16_ne_overflow,success,0.12965191950000002,0.12281472300000001,0.156980628,success,16.751142021000003,16.679028646,16.793043226,success,13.851233617999998,13.68693938,14.023583855
bytes-1.11.1,bytes::get_u32_be,success,0.12452304710000002,0.11791051400000001,0.13291289,success,16.767755638199997,16.640002939,17.046818827,success,13.794552295599999,13.71456059,13.899107823
bytes-1.11.1,bytes::get_u32_be_overflow,success,0.12287732960000004,0.11906486200000001,0.130938981,success,16.977987715,16.782075684,17.249921521,success,13.8641090094,13.73671386,13.984851039
bytes-1.11.1,bytes::get_u32_le,success,0.12274221330000001,0.11882549,0.12944543,success,16.821386021000002,16.713827028,16.898277031,success,13.863034550999998,13.802353658,13.95373304
bytes-1.11.1,bytes::get_u32_le_overflow,success,0.1236176555,0.12160607500000001,0.12869613500000002,success,16.888575745999997,16.825002577,17.005961131,success,13.8610778792,13.744270119,14.030110407
bytes-1.11.1,bytes::get_u32_ne,success,0.12319395879999999,0.118036704,0.131969798,success,16.7559467946,16.584135023,16.958728778,success,13.89045299,13.768160023,13.999558756
bytes-1.11.1,bytes::get_u32_ne_overflow,success,0.12948190790000003,0.118905328,0.141809029,success,16.726957171800002,16.558949232,16.887996342,success,13.9352090188,13.789295817,14.115475645
bytes-1.11.1,bytes::get_u64_be,success,0.1255949951,0.122155569,0.131989123,success,16.7629705596,16.715066393,16.845992511,success,13.9572084184,13.825271002000001,14.147536698
bytes-1.11.1,bytes::get_u64_be_overflow,success,0.1240284296,0.12090487200000001,0.126676897,success,16.924335898200003,16.718906405,17.075853807,success,13.861238844999999,13.722589694,14.066235848
bytes-1.11.1,bytes::get_u64_le,success,0.1225020332,0.118556246,0.13077597600000002,success,17.1539571008,16.751801336,17.433012627,success,13.812031645400001,13.740258581,13.836818076
bytes-1.11.1,bytes::get_u64_le_overflow,success,0.1260631358,0.12217515300000001,0.13668823300000002,success,16.984977767,16.866820826,17.076894224,success,13.8156355372,13.721538539,13.885211423
bytes-1.11.1,bytes::get_u64_ne,success,0.12423118430000002,0.12167267100000001,0.13033851500000002,success,16.8063455602,16.566803737,16.912061503,success,13.7616192254,13.65671817,13.926570082
bytes-1.11.1,bytes::get_u64_ne_overflow,success,0.1229435985,0.11747613600000001,0.13033053,success,17.0785641916,16.798963934,17.482222149000002,success,13.793943361200002,13.723984459,13.83545287
bytes-1.11.1,bytes::get_u8,success,0.1239790283,0.120154618,0.136345828,success,16.870769048,16.836061015,16.921009007,success,13.8640923864,13.676623898,13.979747871
bytes-1.11.1,bytes::get_u8_overflow,success,0.1256380122,0.11888098700000001,0.133956309,success,16.735589971999996,16.544890799,16.935939689,success,13.8506486894,13.77328359,13.926765021
bytes-1.11.1,bytes::get_uint_be,success,0.12400012730000001,0.12093612100000001,0.133560687,success,17.036355100599998,16.805086801,17.233959058,success,13.7464301532,13.59291456,13.864457812
bytes-1.11.1,bytes::get_uint_be_overflow,success,0.122814303,0.117400086,0.126238811,success,16.725336214,16.610858801,16.815037182,success,13.8042374308,13.728450452,13.878636402
bytes-1.11.1,bytes::get_uint_le,success,0.12271724070000001,0.119549864,0.126179877,success,16.8829416774,16.79314506,17.005045792,success,13.909105577599998,13.745605508,14.070183144
bytes-1.11.1,bytes::get_uint_le_overflow,success,0.123259343,0.11869773800000001,0.127968556,success,16.934205643,16.746306934,17.119599024,success,13.997862207599999,13.936062423,14.069007895
bytes-1.11.1,bytes::get_uint_ne,success,0.12157710260000001,0.11802875700000001,0.132184155,success,16.813559507599997,16.589078637,17.239822256,success,13.790457605,13.672611255,13.904131194
bytes-1.11.1,bytes::get_uint_ne_overflow,success,0.12281173910000001,0.118705532,0.126415746,success,16.8559179596,16.708953857,17.18757571,success,13.903540741399999,13.805302484,14.030243523
bytes-1.11.1,bytes_buf_mut_advance,success,0.1119048878,0.10694030600000001,0.119174021,,,,,,,,
bytes-1.11.1,bytes_buf_mut_reuse_when_fully_consumed,success,0.111670683,0.10836422300000001,0.118917485,,,,,,,,
bytes-1.11.1,bytes_into_vec,success,0.11196453390000002,0.109088165,0.11431137300000001,,,,,,,,
bytes-1.11.1,bytes_mut::advance,success,0.1237125693,0.116964098,0.13153598500000002,success,16.850953979399996,16.569818098,17.019109039,success,13.881418925,13.755000324000001,14.005971841
bytes-1.11.1,bytes_mut::advance_past_end,success,0.1210837548,0.118400637,0.127136936,success,16.821554591,16.681148915,17.067817176,success,13.8760749264,13.754834901,13.975171835
bytes-1.11.1,bytes_mut::advance_to_end,success,0.1227799976,0.116426254,0.12869075300000002,success,16.770947932600002,16.633939032,16.87716011,success,13.773275908800002,13.613234498,13.915836372
bytes-1.11.1,bytes_mut::chunks_vectored_empty,success,0.12785511360000001,0.119067583,0.142528115,success,16.9297659382,16.731030347,17.22715355,success,13.836700049000001,13.704864599,13.943937775
bytes-1.11.1,bytes_mut::chunks_vectored_is_complete,success,0.12433393400000001,0.120002226,0.13372999000000002,success,16.894165681799997,16.72091197,17.307849532,success,13.854348381,13.701351096,13.916615672
bytes-1.11.1,bytes_mut::copy_to_bytes,success,0.12013348449999998,0.117071669,0.127932461,success,16.862541415800003,16.770203961,17.045029428,success,13.835105332800001,13.63094162,14.02146959
bytes-1.11.1,bytes_mut::copy_to_bytes_big,success,0.12048970889999999,0.117437206,0.12417910800000001,success,16.755171617400002,16.712021056,16.785943078,success,13.839353321199999,13.785343079,13.914428382
bytes-1.11.1,bytes_mut::copy_to_bytes_overflow,success,0.1216245883,0.116167659,0.129096964,success,16.9125272272,16.726800255,17.330854853,success,13.865068867399998,13.663731351,14.00379006
bytes-1.11.1,bytes_mut::copy_to_bytes_to_end,success,0.12154785630000002,0.118688447,0.127423693,success,16.8147593884,16.666940079,16.963914355,success,13.873359276799999,13.805817634,13.942842182
bytes-1.11.1,bytes_mut::copy_to_slice,success,0.12247998950000001,0.11767287900000001,0.131643733,success,17.0467693656,16.808837684,17.419848347,success,13.912807464,13.807844417,14.096177549
bytes-1.11.1,bytes_mut::copy_to_slice_big,success,0.11996746040000002,0.117143811,0.12572760300000002,success,16.863173683999996,16.723012305,17.26785831,success,13.887341693,13.856769707,13.921379155
bytes-1.11.1,bytes_mut::copy_to_slice_overflow,success,0.12255633480000001,0.11638203400000001,0.13262041400000002,success,16.857732857400002,16.747132763,17.057848765,success,13.9340815408,13.830090819,14.010817987
bytes-1.11.1,bytes_mut::copy_to_slice_to_end,success,0.12876613850000002,0.11862987300000001,0.17972020900000002,success,16.874911312800002,16.816905552,16.916977106,success,13.874142070599998,13.792698757,14.017984139
bytes-1.11.1,bytes_mut::empty_state,success,0.12310078910000002,0.11717145400000001,0.134616474,success,16.800525116400003,16.775928511,16.851820849,success,13.883178091600001,13.760269546,14.046672606
bytes-1.11.1,bytes_mut::fresh_state,success,0.12282090140000004,0.11763781000000001,0.12815411000000002,success,16.8621107656,16.714982626,17.0648835,success,13.8885281938,13.820126094999999,13.943419969
bytes-1.11.1,bytes_mut::get_f32_be,success,0.1261854713,0.120153306,0.14250216000000002,success,16.6881563782,16.652179649,16.772057878,success,13.917157378000002,13.79378858,14.010642671
bytes-1.11.1,bytes_mut::get_f32_be_overflow,success,0.1236255822,0.119556541,0.12899036800000002,success,16.9035428146,16.818961946,17.083933505,success,13.876983565,13.836466107,13.913735056
bytes-1.11.1,bytes_mut::get_f32_le,success,0.12190521430000001,0.117439439,0.129448538,success,16.6747759984,16.485921673,17.103976732,success,13.8543084816,13.676136392,13.956534721
bytes-1.11.1,bytes_mut::get_f32_le_overflow,success,0.12296677870000002,0.117732446,0.129064169,success,16.7831339464,16.500752386,17.025002702,success,13.904912331399998,13.793015625,14.005221072
bytes-1.11.1,bytes_mut::get_f32_ne,success,0.12386239969999999,0.119066875,0.129836269,success,16.639387890800002,16.499012807,16.751895127,success,13.811575987999998,13.740604932,13.927524891000001
bytes-1.11.1,bytes_mut::get_f32_ne_overflow,success,0.1240679778,0.119982745,0.13478282600000002,success,16.715739470400003,16.408925317,16.98491124,success,13.845754233400001,13.749020257,13.986593756
bytes-1.11.1,bytes_mut::get_f64_be,success,0.12332883570000001,0.118384978,0.131833915,success,16.9103723646,16.7469647,17.127882752,success,13.8163044838,13.747053321,13.873769493
bytes-1.11.1,bytes_mut::get_f64_be_overflow,success,0.12360165279999999,0.116135049,0.148541388,success,16.7983807136,16.627085561,16.995843825,success,13.8830644944,13.778736507,14.030194008
bytes-1.11.1,bytes_mut::get_f64_le,success,0.12247344389999999,0.11790552500000001,0.12660153700000001,success,16.6263625514,16.524894544,16.778801743,success,13.857094078400001,13.672794348,13.941613955
bytes-1.11.1,bytes_mut::get_f64_le_overflow,success,0.1211702013,0.11760485200000001,0.12632184600000002,success,16.9455841846,16.774991471,17.127706469,success,13.8465817416,13.71129167,13.967459832
bytes-1.11.1,bytes_mut::get_f64_ne,success,0.12202981640000002,0.11835948900000001,0.129325098,success,16.6209497792,16.520959308,16.766092637,success,13.8456515628,13.730824727,13.979728115
bytes-1.11.1,bytes_mut::get_f64_ne_overflow,success,0.12214126120000002,0.11872094700000001,0.13321670800000002,success,16.6719187048,16.296723349,16.972996716,success,13.8661022454,13.764763124,13.907421137
bytes-1.11.1,bytes_mut::get_i128_be,success,0.12364009680000002,0.11905283900000001,0.130965195,success,16.8119559002,16.577754276,17.438984926,success,13.849870736399998,13.707369834,14.069329606
bytes-1.11.1,bytes_mut::get_i128_be_overflow,success,0.12111191240000001,0.11734910600000001,0.125835893,success,16.912968737,16.688968184,17.021128348,success,13.849634224799999,13.817170198,13.884433331
bytes-1.11.1,bytes_mut::get_i128_le,success,0.1240910381,0.118210721,0.135399046,success,16.626772305400003,16.564849868,16.695055441,success,13.8587950726,13.71225156,13.995139048
bytes-1.11.1,bytes_mut::get_i128_le_overflow,success,0.1231937404,0.11909407300000001,0.130989553,success,16.9707657306,16.84096431,17.11504303,success,13.908500331199999,13.823873615,14.025427179
bytes-1.11.1,bytes_mut::get_i128_ne,success,0.1228702254,0.11671832700000001,0.13847273100000002,success,16.8373415758,16.459811646,17.18391326,success,13.8843872982,13.728901259,14.051987726
bytes-1.11.1,bytes_mut::get_i128_ne_overflow,success,0.1250369126,0.11861400400000001,0.132617816,success,16.9769297214,16.84721582,17.298912807,success,13.3434354414,13.198556927,13.70429748
bytes-1.11.1,bytes_mut::get_i16_be,success,0.1248563646,0.117721871,0.135361314,success,16.7407371404,16.609199824,17.002945827,success,13.278702728799999,13.114086343,13.384916617
bytes-1.11.1,bytes_mut::get_i16_be_overflow,success,0.1236544692,0.11932634,0.13488075400000002,success,17.080335689200002,16.851831974,17.851799785,success,13.238785479,13.113154007,13.366824462
bytes-1.11.1,bytes_mut::get_i16_le,success,0.12425365670000002,0.11864030900000001,0.132257135,success,16.798773989399997,16.767797571,16.89189787,success,13.243441200800001,13.226004242,13.285769146
bytes-1.11.1,bytes_mut::get_i16_le_overflow,success,0.1243759839,0.11485587600000001,0.13978589600000002,success,16.9637539846,16.883966351,17.078930869,success,13.2976079816,13.193970882,13.431076318
bytes-1.11.1,bytes_mut::get_i16_ne,success,0.1249798161,0.119314233,0.130823159,success,16.745731199199998,16.412579539,16.992043816,success,10.4350538062,9.453109666,12.627792235
bytes-1.11.1,bytes_mut::get_i16_ne_overflow,success,0.1228857167,0.11718059700000001,0.133380395,success,16.8985725538,16.564941051,17.412886407,success,10.540537759400001,9.563461001,11.236185285
bytes-1.11.1,bytes_mut::get_i32_be,success,0.12332743529999998,0.11925755800000001,0.135377954,success,16.664544337200002,16.536299031,16.826982988,success,11.137687538600002,10.944443855,11.410662935
bytes-1.11.1,bytes_mut::get_i32_be_overflow,success,0.12042018960000003,0.11674772800000001,0.12493184,success,17.076308599,16.904963767,17.255097383,success,11.087901187800002,11.031254709,11.129214689
bytes-1.11.1,bytes_mut::get_i32_le,success,0.12351488420000004,0.11585028200000001,0.133368235,success,16.8229371084,16.750982528,16.938820776,success,11.1357721386,11.003224077,11.349327891
bytes-1.11.1,bytes_mut::get_i32_le_overflow,success,0.12206301860000002,0.11843450100000001,0.134282339,success,16.756373020399998,16.10999266,17.057874566,success,10.889950417,10.198313128,11.280337288
bytes-1.11.1,bytes_mut::get_i32_ne,success,0.123724122,0.119250375,0.126895014,success,16.839737293000002,16.652851239,16.950775136,success,11.0711563648,10.877023926,11.211086687
bytes-1.11.1,bytes_mut::get_i32_ne_overflow,success,0.121131813,0.11726331100000001,0.126824454,success,16.881539424200003,16.727924129,16.979924573,success,10.3213087128,9.592376137,10.907255952
bytes-1.11.1,bytes_mut::get_i64_be,success,0.12414212660000001,0.11801568800000001,0.13785577000000002,success,16.7851527956,16.663033902,16.890771204,success,11.089565715,10.920961694,11.261338218
bytes-1.11.1,bytes_mut::get_i64_be_overflow,success,0.1230186033,0.119598491,0.12847007500000002,success,16.9005407376,16.734676066,17.137157184,success,9.955500911,9.486608609,11.098167915
bytes-1.11.1,bytes_mut::get_i64_le,success,0.12038124390000002,0.11617738600000001,0.12826342000000002,success,16.8103180102,16.69086632,17.051911409,success,9.958120427,9.366942273,10.916178996
bytes-1.11.1,bytes_mut::get_i64_le_overflow,success,0.119186125,0.11611876700000001,0.12355614100000001,success,17.0393718568,16.706208056,17.565757009,success,9.5702029752,9.512149452,9.616776797
bytes-1.11.1,bytes_mut::get_i64_ne,success,0.12178936280000001,0.11707905800000001,0.131947381,success,16.6667383348,16.522915207,16.827046706,success,9.5662247398,9.489191867,9.690295691
bytes-1.11.1,bytes_mut::get_i64_ne_overflow,success,0.12018660269999999,0.11619505200000001,0.124542489,success,16.9901538646,16.63995379,17.371845589,success,18.1143727012,17.884632193,18.553838816
bytes-1.11.1,bytes_mut::get_i8,success,0.12195239090000001,0.117394469,0.13433071600000002,success,16.4455747308,15.969669677,16.722327053,success,18.173387073199997,18.071442532,18.249220873
bytes-1.11.1,bytes_mut::get_i8_overflow,success,0.12062255699999999,0.11693890900000001,0.12567598100000002,success,16.7473808338,16.544044642,16.950011985,success,18.2170924208,18.021449981,18.495739626
bytes-1.11.1,bytes_mut::get_int_be,success,0.12419660880000001,0.12024633000000001,0.128570651,success,17.088801561399997,16.767036538,17.504080814,success,18.2083042294,18.076345344,18.346879756
bytes-1.11.1,bytes_mut::get_int_be_overflow,success,0.1211570015,0.11556021100000001,0.134878991,success,16.748169697,16.342970414,17.03795742,success,18.238566317599997,18.110874242,18.396182274
bytes-1.11.1,bytes_mut::get_int_le,success,0.12240390290000003,0.118127986,0.129216616,success,16.774714698,16.582058326,16.911038888,success,18.093707031599997,17.74535508,18.261333631
bytes-1.11.1,bytes_mut::get_int_le_overflow,success,0.1190458851,0.116635267,0.12177773900000001,success,16.6935852856,16.607054183,16.790008456,success,18.7460578714,17.640662258,19.750138688
bytes-1.11.1,bytes_mut::get_int_ne,success,0.11952517280000001,0.114733945,0.127210566,success,16.5017588942,16.346833106,16.66504757,success,18.939487072,17.771296158,19.874573369
bytes-1.11.1,bytes_mut::get_int_ne_overflow,success,0.11965329809999999,0.116277743,0.12813016200000002,success,16.7485761744,16.499737461,16.936218319,success,19.0392127754,18.013780408,19.726153983
bytes-1.11.1,bytes_mut::get_u128_be,success,0.12230450680000002,0.115474476,0.13139538,success,16.593339341,16.41484002,16.698924455,success,18.861314119,17.807189966,19.73096549
bytes-1.11.1,bytes_mut::get_u128_be_overflow,success,0.12032747930000003,0.115929292,0.127624593,success,16.476943159,16.221688646,16.770937897,success,18.754345802,17.883757653,19.644952178
bytes-1.11.1,bytes_mut::get_u128_le,success,0.12023269580000003,0.11423567500000001,0.13073199100000002,success,16.469155753000003,16.286871466,16.752174565,success,18.8379948458,17.791151065,19.741153211
bytes-1.11.1,bytes_mut::get_u128_le_overflow,success,0.11937704710000001,0.11621334700000001,0.126369525,success,16.655979419799998,16.438753705,16.919150159,success,18.984280766399998,18.032240641,19.665843666
bytes-1.11.1,bytes_mut::get_u128_ne,success,0.12435187350000003,0.117961933,0.13324818900000002,success,16.5753224218,16.347806557,16.781098129,success,18.816658517999997,17.582989222,19.735571024
bytes-1.11.1,bytes_mut::get_u128_ne_overflow,success,0.1202654667,0.115995474,0.127042588,success,16.711724478,16.672111496,16.800897714,success,18.654655088600002,17.361645542,19.54390588
bytes-1.11.1,bytes_mut::get_u16_be,success,0.1843815511,0.12127946,0.24982347700000002,success,16.688527211400004,16.572948957,16.813053996,success,18.949140800800002,17.535386971,19.744899817
bytes-1.11.1,bytes_mut::get_u16_be_overflow,success,0.19778767269999997,0.124331093,0.428867865,success,16.737559367,16.699721763,16.775241824,success,19.0776985214,17.515675025,19.869631298
bytes-1.11.1,bytes_mut::get_u16_le,success,0.19387131680000003,0.123239128,0.38796893800000004,success,16.5991563734,16.496878304,16.722140731,success,18.9217708636,17.901712426,19.867558282
bytes-1.11.1,bytes_mut::get_u16_le_overflow,success,0.23369633080000002,0.11920092700000001,1.005009808,success,16.7147649084,16.564114186,16.921925294,success,18.781783639399997,17.785863208,19.680539553
bytes-1.11.1,bytes_mut::get_u16_ne,success,0.2868919447,0.122914804,1.168294118,success,16.6765723188,16.543003112,16.775817878,success,18.8197647568,17.735237344,19.870843386
bytes-1.11.1,bytes_mut::get_u16_ne_overflow,success,0.19141657410000004,0.122234988,0.33472207000000004,success,16.9189551558,16.566144325,17.613718071,success,19.0081751212,18.001122153,20.022949217
bytes-1.11.1,bytes_mut::get_u32_be,success,0.20866717659999998,0.122279408,0.39994834700000004,success,16.6643817866,16.512158578,16.952835989,success,18.9928959932,18.087453165,19.703167496
bytes-1.11.1,bytes_mut::get_u32_be_overflow,success,0.193069875,0.11807569000000001,0.5593482940000001,success,16.6827582738,16.570860792,16.777911084,success,19.0990197402,18.37716289,19.889597731
bytes-1.11.1,bytes_mut::get_u32_le,success,0.1668941522,0.12110955600000001,0.264621375,success,16.758347105800002,16.507770405,17.105886595,success,18.8734408054,18.425592874,19.340906543
bytes-1.11.1,bytes_mut::get_u32_le_overflow,success,0.18646495190000006,0.12576320100000002,0.24368712,success,16.7202910188,16.635836112,16.895157173,success,18.9414116548,18.615355757,19.475379862
bytes-1.11.1,bytes_mut::get_u32_ne,success,0.16955885860000003,0.116373136,0.24594770000000002,success,16.5941736358,16.522922087,16.699177679,success,18.9835976614,18.60884683,19.280961959
bytes-1.11.1,bytes_mut::get_u32_ne_overflow,success,0.1676960348,0.122524907,0.251654299,success,16.895523827799998,16.635877593,17.399756352,success,19.102696683599998,18.85941502,19.442714717
bytes-1.11.1,bytes_mut::get_u64_be,success,0.1729214433,0.126179759,0.233465318,success,16.522999996000003,16.378801022,16.633998053,success,18.922982276800003,18.638240351,19.292342619
bytes-1.11.1,bytes_mut::get_u64_be_overflow,success,0.1737967455,0.11846074200000001,0.24576392900000002,success,16.7585671524,16.637819419,16.832803586,success,18.964299355199998,18.621052145,19.192019312
bytes-1.11.1,bytes_mut::get_u64_le,success,0.196843382,0.13012710600000002,0.32565739600000004,success,16.6041898378,16.527868591,16.706954555,success,18.977069896400003,18.561992013,19.218157127
bytes-1.11.1,bytes_mut::get_u64_le_overflow,success,0.1717136207,0.12173244200000001,0.240789247,success,16.814782492200003,16.574011576,17.217903365,success,18.9037408032,18.707147799,19.176220302
bytes-1.11.1,bytes_mut::get_u64_ne,success,0.17176535399999998,0.11852844800000001,0.285415601,success,16.562154680200003,16.452964271,16.685113889,success,18.8311018636,18.567676637,19.200889796
bytes-1.11.1,bytes_mut::get_u64_ne_overflow,success,0.12758416079999998,0.11955070000000001,0.139055689,success,16.672346397600002,16.620935456,16.758855203,success,19.004749219599997,18.480388455,19.782258434
bytes-1.11.1,bytes_mut::get_u8,success,0.129602402,0.116945924,0.16393490700000002,success,16.6845318314,16.597992966,16.797115663,success,18.936291015800002,18.290249876,19.50077565
bytes-1.11.1,bytes_mut::get_u8_overflow,success,0.1370747429,0.120136611,0.184107806,success,16.634962345799998,16.592747197,16.656795401,success,18.957162695199997,18.12495829,19.738680406
bytes-1.11.1,bytes_mut::get_uint_be,success,0.20406730350000002,0.119286951,0.5308682720000001,success,16.622000722400003,16.573034975,16.7000646,success,18.729371830999998,18.113341158,19.376710318
bytes-1.11.1,bytes_mut::get_uint_be_overflow,success,0.28783921380000005,0.116702545,1.042090728,success,16.9035682306,16.56786094,17.211745148,success,18.897863415,18.316031896,19.586408186
bytes-1.11.1,bytes_mut::get_uint_le,success,0.2121851843,0.11959726100000001,0.751551045,success,16.8458469024,16.593175464,17.253970947,success,18.894081663399998,18.391150497,19.490516597
bytes-1.11.1,bytes_mut::get_uint_le_overflow,success,0.2016672496,0.118735875,0.55520174,success,16.8401567138,16.486834673,17.108080254,success,18.9288084916,18.232510454,19.405402397
bytes-1.11.1,bytes_mut::get_uint_ne,success,0.22537482480000004,0.12177690000000001,0.5892578390000001,success,17.0113473382,16.514121863,17.749725037,success,18.817506805199997,18.357644607,19.387995349
bytes-1.11.1,bytes_mut::get_uint_ne_overflow,success,0.24395845240000003,0.122545255,1.161594921,success,16.970129932,16.771677652,17.100956678,success,18.7721792274,18.423976226,19.035877323
bytes-1.11.1,bytes_mut::tests::test_original_capacity_from_repr,success,0.1318147413,0.12665906700000001,0.13802687900000002,success,16.9261769948,16.590962158,17.569959188,success,13.785331199000002,13.713079845,13.862911781
bytes-1.11.1,bytes_mut::tests::test_original_capacity_to_repr,success,0.13963146960000003,0.13353852200000002,0.154159038,success,17.008552587800004,16.791797774,17.738833856,success,13.7762598352,13.669714356,13.910032085000001
bytes-1.11.1,bytes_mut_put_bytes_specialization,success,0.1100977947,0.10667475200000001,0.11471030700000001,,,,,,,,
bytes-1.11.1,bytes_mut_reserve_overflow,success,0.1111814584,0.108709945,0.114654557,,,,,,,,
bytes-1.11.1,bytes_mut_split_off_oob,success,0.1102722693,0.107466268,0.11702513900000001,,,,,,,,
bytes-1.11.1,bytes_mut_unsplit_arc_different,success,0.1104205107,0.10759924700000001,0.115810324,,,,,,,,
bytes-1.11.1,bytes_mut_unsplit_arc_non_contiguous,success,0.11390345530000001,0.1096666,0.119655699,,,,,,,,
bytes-1.11.1,bytes_mut_unsplit_basic,success,0.11176394379999999,0.109352508,0.114337767,,,,,,,,
bytes-1.11.1,bytes_mut_unsplit_empty_other,success,0.11353056660000001,0.10907016800000001,0.121684631,,,,,,,,
bytes-1.11.1,bytes_mut_unsplit_empty_other_keeps_capacity,success,0.1111515324,0.108910746,0.115779294,,,,,,,,
