lazy-alloc,anstyle-query-1.1.5,success,0.940,2.064,3,3,2026-06-15T20:11:17Z,1813776
lazy-alloc,anstyle-1.0.14,success,14.960,8.947,42,42,2026-06-15T20:11:22Z,1813775
lazy-alloc,bstr-1.12.1,test_failed,9.176,1.621,0,0,2026-06-15T20:11:28Z,1813777
lazy-alloc,arrayvec-0.7.6,success,9.065,30.763,93,92,2026-06-15T20:11:34Z,1813760
lazy-alloc,anstyle-wincon-3.0.11,success,4.978,3.519,0,0,2026-06-15T20:11:26Z,1813758
lazy-alloc,alloc-no-stdlib-2.0.4,success,1.029,6.088,9,9,2026-06-15T20:11:40Z,1813779
lazy-alloc,async-stream-0.3.6,test_failed,39.287,5.685,2,2,2026-06-15T20:11:48Z,1813765
lazy-alloc,android_system_properties-0.1.5,success,3.159,2.342,4,4,2026-06-15T20:11:57Z,1813783
lazy-alloc,async-trait-0.1.89,success,56.414,3.819,5,4,2026-06-15T20:11:58Z,1813770
lazy-alloc,bindgen-0.72.1,test_failed,25.529,26.730,47,29,2026-06-15T20:11:59Z,1813769
lazy-alloc,anyhow-1.0.102,success,32.527,30.222,98,97,2026-06-15T20:12:01Z,1813766
lazy-alloc,atty-0.2.14,test_failed,2.647,2.513,3,0,2026-06-15T20:12:04Z,1813782
lazy-alloc,ansi_term-0.12.1,success,10.672,56.729,105,105,2026-06-15T20:12:10Z,1813759
lazy-alloc,bytemuck-1.25.0,success,1.597,13.150,43,41,2026-06-15T20:12:20Z,1813781
lazy-alloc,anstream-1.0.0,success,33.833,6.194,30,21,2026-06-15T20:12:24Z,1813778
lazy-alloc,backtrace-0.3.76,test_failed,10.345,13.291,3,1,2026-06-15T20:12:37Z,1813787
lazy-alloc,block-buffer-0.12.0,success,3.228,4.356,11,11,2026-06-15T20:12:58Z,1813793
lazy-alloc,allocator-api2-0.4.0,success,4.661,22.292,167,167,2026-06-15T20:13:00Z,1813792
lazy-alloc,anstyle-parse-1.0.0,test_failed,38.217,17.661,3,0,2026-06-15T20:13:08Z,1813785
lazy-alloc,bumpalo-3.20.3,success,34.113,15.147,52,49,2026-06-15T20:13:16Z,1813789
lazy-alloc,async-lock-3.4.2,success,5.749,128.574,118,114,2026-06-15T20:13:18Z,1813773
lazy-alloc,atomic-waker-1.1.2,success,35.303,2.343,3,3,2026-06-15T20:13:20Z,1813791
lazy-alloc,byteorder-1.5.0,success,9.273,62.917,412,412,2026-06-15T20:13:26Z,1813786
lazy-alloc,async-io-2.6.0,test_failed,55.729,5.274,15,0,2026-06-15T20:13:23Z,1813784
lazy-alloc,cmake-0.1.58,test_failed,2.414,1.477,2,0,2026-06-15T20:13:34Z,1813801
lazy-alloc,cexpr-0.6.0,build_failed,6.058,0.000,0,0,2026-06-15T20:13:37Z,1813798
lazy-alloc,bit-set-0.10.0,success,9.325,14.431,47,47,2026-06-15T20:13:37Z,1813795
lazy-alloc,clap_lex-1.1.0,success,7.027,4.068,18,17,2026-06-15T20:13:42Z,1813800
lazy-alloc,cc-1.2.63,success,7.373,12.337,45,43,2026-06-15T20:13:57Z,1813797
lazy-alloc,async-compression-0.4.42,success,82.762,2.630,0,0,2026-06-15T20:13:54Z,1813788
lazy-alloc,bincode-2.0.1,success,54.924,112.064,86,82,2026-06-15T20:13:56Z,1813774
lazy-alloc,camino-1.2.2,test_failed,10.359,15.557,85,81,2026-06-15T20:14:01Z,1813796
lazy-alloc,chrono-0.4.44,test_failed,21.074,5.024,287,0,2026-06-15T20:14:05Z,1813799
lazy-alloc,arc-swap-1.9.1,test_failed,42.289,87.078,40,35,2026-06-15T20:14:10Z,1813780
lazy-alloc,bitvec-1.0.1,test_failed,37.060,20.011,140,0,2026-06-15T20:14:15Z,1813790
lazy-alloc,console-0.16.3,test_failed,17.004,1.856,18,0,2026-06-15T20:14:13Z,1813805
lazy-alloc,colored-3.1.1,test_failed,20.971,8.605,128,19,2026-06-15T20:14:31Z,1813802
lazy-alloc,cpufeatures-0.3.0,success,0.511,4.331,3,3,2026-06-15T20:14:37Z,1813810
lazy-alloc,core-foundation-sys-0.8.7,success,1.183,1.632,1,1,2026-06-15T20:14:41Z,1813809
lazy-alloc,bit-vec-0.9.1,success,17.512,122.086,106,106,2026-06-15T20:14:16Z,1813757
lazy-alloc,core-foundation-0.10.1,test_failed,8.619,4.502,39,0,2026-06-15T20:14:41Z,1813808
lazy-alloc,const-oid-0.10.2,test_failed,19.618,6.577,27,26,2026-06-15T20:14:57Z,1813807
lazy-alloc,concurrent-queue-2.5.0,success,33.037,45.442,45,45,2026-06-15T20:15:16Z,1813804
lazy-alloc,constant_time_eq-0.5.0,success,38.707,6.019,12,12,2026-06-15T20:15:22Z,1813806
lazy-alloc,criterion-0.8.2,test_failed,40.884,7.207,28,0,2026-06-15T20:15:34Z,1813857
lazy-alloc,crossbeam-epoch-0.9.18,test_failed,8.891,8.616,38,0,2026-06-15T20:15:46Z,1813861
lazy-alloc,dashmap-6.2.1,test_failed,6.928,15.277,20,20,2026-06-15T20:15:57Z,1813867
lazy-alloc,data-encoding-2.11.0,success,1.054,10.459,43,42,2026-06-15T20:16:03Z,1813868
lazy-alloc,crc32fast-1.5.0,test_failed,8.114,86.035,6,5,2026-06-15T20:16:05Z,1813856
lazy-alloc,combine-4.6.7,test_failed,67.100,37.925,227,224,2026-06-15T20:15:59Z,1813803
lazy-alloc,crossbeam-utils-0.8.21,success,18.763,43.164,221,220,2026-06-15T20:16:18Z,1813863
lazy-alloc,crossbeam-queue-0.3.12,success,21.464,56.791,36,36,2026-06-15T20:16:29Z,1813862
lazy-alloc,errno-0.3.14,test_failed,2.519,2.631,4,3,2026-06-15T20:16:45Z,1813873
lazy-alloc,der-0.8.0,test_failed,17.189,10.116,78,76,2026-06-15T20:16:46Z,1813869
lazy-alloc,dirs-sys-0.5.0,success,2.926,3.474,9,9,2026-06-15T20:16:48Z,1813871
lazy-alloc,find-msvc-tools-0.1.9,success,1.057,1.188,0,0,2026-06-15T20:16:54Z,1813881
lazy-alloc,deranged-0.5.8,test_failed,9.864,2.276,0,0,2026-06-15T20:16:58Z,1813870
lazy-alloc,erased-serde-0.4.10,success,18.900,8.972,31,30,2026-06-15T20:17:16Z,1813878
lazy-alloc,filetime-0.2.29,test_failed,12.778,2.555,8,0,2026-06-15T20:17:24Z,1813874
lazy-alloc,foreign-types-0.5.0,success,7.262,2.995,5,5,2026-06-15T20:17:40Z,1813885
lazy-alloc,foldhash-0.2.0,success,27.263,1.882,4,4,2026-06-15T20:17:48Z,1813884
lazy-alloc,form_urlencoded-1.2.2,success,1.106,0.777,1,1,2026-06-15T20:17:52Z,1813887
lazy-alloc,fixedbitset-0.5.7,success,4.769,56.402,69,69,2026-06-15T20:17:54Z,1813882
lazy-alloc,foreign-types-shared-0.3.1,success,1.797,1.986,0,0,2026-06-15T20:17:55Z,1813886
lazy-alloc,futures-core-0.3.32,test_failed,0.935,1.677,2,0,2026-06-15T20:18:12Z,1813889
lazy-alloc,futures-channel-0.3.32,test_failed,1.217,1.820,1,1,2026-06-15T20:18:13Z,1813888
