build,crate,test,status,compile_seconds,run_seconds,timestamp,job_id
e-logging-bsan,byteorder-1.5.0,test::regression173_array_impl,success,23.386,2.413,2026-07-22T21:13:10Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_big_endian,success,23.386,2.445,2026-07-22T21:13:13Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_little_endian,success,23.386,2.461,2026-07-22T21:13:16Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_native_endian,success,23.386,2.382,2026-07-22T21:13:19Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_big_endian,success,23.386,2.258,2026-07-22T21:13:21Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_little_endian,success,23.386,2.365,2026-07-22T21:13:24Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_native_endian,success,23.386,2.228,2026-07-22T21:13:27Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_big_endian,success,23.386,2.296,2026-07-22T21:13:29Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_little_endian,success,23.386,2.280,2026-07-22T21:13:32Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_native_endian,success,23.386,2.242,2026-07-22T21:13:35Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_big_endian,success,23.386,2.295,2026-07-22T21:13:37Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_little_endian,success,23.386,2.308,2026-07-22T21:13:40Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_native_endian,success,23.386,2.356,2026-07-22T21:13:43Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_big_endian,success,23.386,2.182,2026-07-22T21:13:45Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_little_endian,success,23.386,2.180,2026-07-22T21:13:48Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_native_endian,success,23.386,2.198,2026-07-22T21:13:50Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_big_endian,success,23.386,2.132,2026-07-22T21:13:53Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_little_endian,success,23.386,2.239,2026-07-22T21:13:55Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_native_endian,success,23.386,2.183,2026-07-22T21:13:58Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_big_endian,success,23.386,2.123,2026-07-22T21:14:00Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_little_endian,success,23.386,2.122,2026-07-22T21:14:03Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_native_endian,success,23.386,2.249,2026-07-22T21:14:05Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_big_endian,success,23.386,2.091,2026-07-22T21:14:08Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_little_endian,success,23.386,2.240,2026-07-22T21:14:11Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_native_endian,success,23.386,2.305,2026-07-22T21:14:13Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_big_endian,success,23.386,2.209,2026-07-22T21:14:16Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_little_endian,success,23.386,2.106,2026-07-22T21:14:18Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_native_endian,success,23.386,2.172,2026-07-22T21:14:21Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_big_endian,success,23.386,2.067,2026-07-22T21:14:23Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_little_endian,success,23.386,2.324,2026-07-22T21:14:26Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_native_endian,success,23.386,2.262,2026-07-22T21:14:28Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_big_endian,success,23.386,2.033,2026-07-22T21:14:31Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_little_endian,success,23.386,1.986,2026-07-22T21:14:33Z,1973410.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_native_endian,success,23.386,2.006,2026-07-22T21:14:35Z,1973410.0
