build,crate,test,status,compile_seconds,run_seconds,timestamp,job_id
e-logging-bsan,byteorder-1.5.0,test::regression173_array_impl,success,11.212,2.132,2026-08-19T20:27:46Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_big_endian,success,11.212,2.139,2026-08-19T20:27:49Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_little_endian,success,11.212,2.116,2026-08-19T20:27:51Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_native_endian,success,11.212,2.094,2026-08-19T20:27:54Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_big_endian,success,11.212,2.087,2026-08-19T20:27:56Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_little_endian,success,11.212,2.123,2026-08-19T20:27:58Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_native_endian,success,11.212,2.087,2026-08-19T20:28:01Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_big_endian,success,11.212,2.098,2026-08-19T20:28:03Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_little_endian,success,11.212,2.072,2026-08-19T20:28:06Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_native_endian,success,11.212,1.990,2026-08-19T20:28:08Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_big_endian,success,11.212,1.926,2026-08-19T20:28:10Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_little_endian,success,11.212,1.983,2026-08-19T20:28:13Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_native_endian,success,11.212,2.049,2026-08-19T20:28:15Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_big_endian,success,11.212,2.050,2026-08-19T20:28:18Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_little_endian,success,11.212,1.932,2026-08-19T20:28:20Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_native_endian,success,11.212,1.800,2026-08-19T20:28:22Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_big_endian,success,11.212,1.982,2026-08-19T20:28:24Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_little_endian,success,11.212,2.038,2026-08-19T20:28:27Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_native_endian,success,11.212,1.808,2026-08-19T20:28:29Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_big_endian,success,11.212,1.805,2026-08-19T20:28:31Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_little_endian,success,11.212,1.752,2026-08-19T20:28:33Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_native_endian,success,11.212,1.775,2026-08-19T20:28:35Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_big_endian,success,11.212,1.802,2026-08-19T20:28:37Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_little_endian,success,11.212,1.738,2026-08-19T20:28:39Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_native_endian,success,11.212,1.766,2026-08-19T20:28:41Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_big_endian,success,11.212,1.819,2026-08-19T20:28:43Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_little_endian,success,11.212,1.746,2026-08-19T20:28:45Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_native_endian,success,11.212,1.833,2026-08-19T20:28:48Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_big_endian,success,11.212,1.776,2026-08-19T20:28:50Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_little_endian,success,11.212,1.759,2026-08-19T20:28:52Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_native_endian,success,11.212,1.761,2026-08-19T20:28:54Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_big_endian,success,11.212,1.775,2026-08-19T20:28:56Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_little_endian,success,11.212,1.761,2026-08-19T20:28:58Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_native_endian,success,11.212,1.743,2026-08-19T20:29:00Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::write_big_endian,success,11.212,1.778,2026-08-19T20:29:02Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::write_little_endian,success,11.212,1.798,2026-08-19T20:29:04Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::write_native_endian,success,11.212,1.771,2026-08-19T20:29:06Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::read_big_endian,success,11.212,1.771,2026-08-19T20:29:08Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::read_little_endian,success,11.212,1.729,2026-08-19T20:29:10Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::read_native_endian,success,11.212,1.708,2026-08-19T20:29:12Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::write_big_endian,success,11.212,1.764,2026-08-19T20:29:14Z,2055821.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::write_little_endian,success,11.212,1.702,2026-08-19T20:29:16Z,2055821.0
