build,crate,test,status,compile_seconds,run_seconds,timestamp,job_id
e-logging-bsan,byteorder-1.5.0,test::regression173_array_impl,success,10.618,1.663,2026-08-20T00:34:05Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_big_endian,success,10.618,1.737,2026-08-20T00:34:08Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_little_endian,success,10.618,1.644,2026-08-20T00:34:09Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::read_native_endian,success,10.618,1.711,2026-08-20T00:34:12Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_big_endian,success,10.618,1.728,2026-08-20T00:34:14Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_little_endian,success,10.618,1.691,2026-08-20T00:34:16Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i128::write_native_endian,success,10.618,1.693,2026-08-20T00:34:18Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_big_endian,success,10.618,1.699,2026-08-20T00:34:20Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_little_endian,success,10.618,1.641,2026-08-20T00:34:22Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::read_native_endian,success,10.618,1.637,2026-08-20T00:34:24Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_big_endian,success,10.618,1.613,2026-08-20T00:34:26Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_little_endian,success,10.618,1.680,2026-08-20T00:34:28Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i16::write_native_endian,success,10.618,1.624,2026-08-20T00:34:30Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_big_endian,success,10.618,1.677,2026-08-20T00:34:32Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_little_endian,success,10.618,1.687,2026-08-20T00:34:34Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::read_native_endian,success,10.618,1.595,2026-08-20T00:34:36Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_big_endian,success,10.618,1.617,2026-08-20T00:34:38Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_little_endian,success,10.618,1.593,2026-08-20T00:34:39Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i32::write_native_endian,success,10.618,1.654,2026-08-20T00:34:41Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_big_endian,success,10.618,1.623,2026-08-20T00:34:43Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_little_endian,success,10.618,1.640,2026-08-20T00:34:45Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::read_native_endian,success,10.618,1.664,2026-08-20T00:34:47Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_big_endian,success,10.618,1.585,2026-08-20T00:34:49Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_little_endian,success,10.618,1.591,2026-08-20T00:34:51Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_i64::write_native_endian,success,10.618,1.678,2026-08-20T00:34:53Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_big_endian,success,10.618,1.646,2026-08-20T00:34:55Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_little_endian,success,10.618,1.626,2026-08-20T00:34:57Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::read_native_endian,success,10.618,1.688,2026-08-20T00:34:59Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_big_endian,success,10.618,1.638,2026-08-20T00:35:01Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_little_endian,success,10.618,1.668,2026-08-20T00:35:03Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u128::write_native_endian,success,10.618,1.653,2026-08-20T00:35:05Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_big_endian,success,10.618,1.639,2026-08-20T00:35:07Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_little_endian,success,10.618,1.568,2026-08-20T00:35:08Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::read_native_endian,success,10.618,1.576,2026-08-20T00:35:10Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::write_big_endian,success,10.618,1.566,2026-08-20T00:35:12Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::write_little_endian,success,10.618,1.669,2026-08-20T00:35:14Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u16::write_native_endian,success,10.618,1.568,2026-08-20T00:35:16Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::read_big_endian,success,10.618,1.687,2026-08-20T00:35:18Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::read_little_endian,success,10.618,1.830,2026-08-20T00:35:20Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::read_native_endian,success,10.618,1.666,2026-08-20T00:35:22Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::write_big_endian,success,10.618,1.664,2026-08-20T00:35:24Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::write_little_endian,success,10.618,1.565,2026-08-20T00:35:26Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u32::write_native_endian,success,10.618,1.642,2026-08-20T00:35:28Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u64::read_big_endian,success,10.618,1.677,2026-08-20T00:35:30Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u64::read_little_endian,success,10.618,1.634,2026-08-20T00:35:32Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u64::read_native_endian,success,10.618,1.572,2026-08-20T00:35:33Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u64::write_big_endian,success,10.618,1.681,2026-08-20T00:35:35Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u64::write_little_endian,success,10.618,1.663,2026-08-20T00:35:37Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_big_u64::write_native_endian,success,10.618,1.676,2026-08-20T00:35:39Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_small_i128::read_big_endian,success,10.618,1.587,2026-08-20T00:35:41Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_small_i128::read_little_endian,success,10.618,1.703,2026-08-20T00:35:43Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_small_i128::read_native_endian,success,10.618,1.628,2026-08-20T00:35:45Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_small_i128::write_big_endian,success,10.618,1.574,2026-08-20T00:35:47Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_small_i128::write_little_endian,success,10.618,1.664,2026-08-20T00:35:49Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_small_i128::write_native_endian,success,10.618,1.574,2026-08-20T00:35:51Z,2056307.0
e-logging-bsan,byteorder-1.5.0,test::slice_len_too_small_i16::read_big_endian,success,10.618,1.665,2026-08-20T00:35:53Z,2056307.0
