build,crate,status,compile_seconds,run_seconds,timestamp,job_id
visit-gc,anstyle-query-1.1.5,success,0.223,4.598,2026-06-05T18:24:56Z,1756311
visit-gc,anstyle-wincon-3.0.11,success,3.794,2.146,2026-06-05T18:24:58Z,1756336
visit-gc,block-buffer-0.12.0,success,5.318,2.882,2026-06-05T18:24:59Z,1756315
visit-gc,base16ct-1.0.0,success,3.809,5.582,2026-06-05T18:25:00Z,1756322
visit-gc,android_system_properties-0.1.5,success,8.099,1.319,2026-06-05T18:25:00Z,1756337
visit-gc,atty-0.2.14,test_failed,2.067,1.876,2026-06-05T18:25:00Z,1756306
visit-gc,alloc-no-stdlib-2.0.4,success,4.152,6.741,2026-06-05T18:25:01Z,1756335
visit-gc,bstr-1.12.1,test_failed,7.285,1.606,2026-06-05T18:25:01Z,1756307
visit-gc,brotli-8.0.3,test_failed,6.299,3.263,2026-06-05T18:25:02Z,1756323
visit-gc,anstyle-1.0.14,success,6.873,2.161,2026-06-05T18:25:04Z,1756338
visit-gc,allocator-api2-0.4.0,success,1.007,10.330,2026-06-05T18:25:07Z,1756329
visit-gc,arrayvec-0.7.6,success,7.215,9.182,2026-06-05T18:25:08Z,1756317
visit-gc,cmake-0.1.58,test_failed,1.928,1.591,2026-06-05T18:25:09Z,1756348
visit-gc,cexpr-0.6.0,build_failed,4.421,0.000,2026-06-05T18:25:10Z,1756345
visit-gc,clap_lex-1.1.0,success,6.439,1.226,2026-06-05T18:25:13Z,1756347
visit-gc,alloc-stdlib-0.2.2,test_failed,6.728,9.120,2026-06-05T18:25:16Z,1756326
visit-gc,cc-1.2.63,success,6.358,5.333,2026-06-05T18:25:24Z,1756344
visit-gc,backtrace-0.3.76,test_failed,19.272,11.941,2026-06-05T18:25:27Z,1756332
visit-gc,anstream-1.0.0,success,24.915,2.910,2026-06-05T18:25:26Z,1756316
visit-gc,camino-1.2.2,success,12.051,6.258,2026-06-05T18:25:28Z,1756343
visit-gc,async-stream-0.3.6,test_failed,28.930,4.306,2026-06-05T18:25:31Z,1756309
visit-gc,cpufeatures-0.3.0,success,0.504,3.444,2026-06-05T18:25:34Z,1756357
visit-gc,core-foundation-0.10.1,test_failed,2.911,1.611,2026-06-05T18:25:35Z,1756355
visit-gc,bytemuck-1.25.0,success,4.898,14.822,2026-06-05T18:25:30Z,1756327
visit-gc,chrono-0.4.44,test_failed,18.420,4.260,2026-06-05T18:25:36Z,1756346
visit-gc,ansi_term-0.12.1,success,7.767,34.589,2026-06-05T18:25:39Z,1756313
visit-gc,console-0.16.3,test_failed,27.095,2.236,2026-06-05T18:25:47Z,1756352
visit-gc,core-foundation-sys-0.8.7,success,1.054,11.988,2026-06-05T18:25:49Z,1756356
visit-gc,bit-set-0.10.0,success,31.092,17.011,2026-06-05T18:25:48Z,1756320
visit-gc,byteorder-1.5.0,success,15.882,40.515,2026-06-05T18:25:51Z,1756319
visit-gc,const-oid-0.10.2,test_failed,16.386,6.035,2026-06-05T18:25:57Z,1756354
visit-gc,async-io-2.6.0,test_failed,34.304,2.920,2026-06-05T18:25:55Z,1756341
visit-gc,colored-3.1.1,test_failed,26.156,11.170,2026-06-05T18:25:57Z,1756349
visit-gc,dashmap-6.2.1,fetch_failed,0.000,0.000,2026-06-05T18:26:05Z,1756368
visit-gc,data-encoding-2.11.0,success,0.202,1.692,2026-06-05T18:26:07Z,1756369
visit-gc,async-trait-0.1.89,success,59.179,3.195,2026-06-05T18:26:06Z,1756304
visit-gc,bumpalo-3.20.3,success,33.032,2.083,2026-06-05T18:26:07Z,1756303
