build,crate,status,compile_seconds,run_seconds,timestamp,job_id
lazy-alloc,anstyle-query-1.1.5,success,0.233,5.117,2026-06-05T15:14:44Z,1754180
lazy-alloc,block-buffer-0.12.0,success,5.150,3.099,2026-06-05T15:14:45Z,1754173
lazy-alloc,brotli-8.0.3,test_failed,6.721,3.049,2026-06-05T15:14:48Z,1754176
lazy-alloc,ahash-0.8.12,fetch_failed,0.000,0.000,2026-06-05T15:14:53Z,1754198
lazy-alloc,addr2line-0.26.1,fetch_failed,0.000,0.000,2026-06-05T15:14:53Z,1754172
lazy-alloc,anstyle-parse-1.0.0,fetch_failed,0.000,0.000,2026-06-05T15:14:53Z,1754199
lazy-alloc,alloc-stdlib-0.2.2,test_failed,7.949,10.426,2026-06-05T15:14:58Z,1754184
lazy-alloc,arrayvec-0.7.6,success,6.664,19.568,2026-06-05T15:15:04Z,1754177
lazy-alloc,bit-set-0.10.0,success,10.168,12.485,2026-06-05T15:15:04Z,1754178
lazy-alloc,anstyle-wincon-3.0.11,success,5.804,3.730,2026-06-05T15:15:05Z,1754182
lazy-alloc,async-compression-0.4.42,fetch_failed,0.000,0.000,2026-06-05T15:14:53Z,1754194
lazy-alloc,alloc-no-stdlib-2.0.4,success,0.828,4.612,2026-06-05T15:15:11Z,1754203
lazy-alloc,cexpr-0.6.0,build_failed,4.355,0.000,2026-06-05T15:15:11Z,1754214
lazy-alloc,async-lock-3.4.2,fetch_failed,0.000,0.000,2026-06-05T15:15:10Z,1754204
lazy-alloc,chrono-0.4.44,fetch_failed,0.000,0.000,2026-06-05T15:15:10Z,1754215
lazy-alloc,camino-1.2.2,fetch_failed,0.000,0.000,2026-06-05T15:15:10Z,1754212
lazy-alloc,clap_lex-1.1.0,success,5.136,1.152,2026-06-05T15:15:12Z,1754216
lazy-alloc,bytemuck-1.25.0,success,9.614,18.784,2026-06-05T15:15:13Z,1754197
lazy-alloc,async-stream-0.3.6,build_failed,25.854,0.000,2026-06-05T15:15:10Z,1754179
lazy-alloc,base16ct-1.0.0,success,1.573,4.094,2026-06-05T15:15:13Z,1754207
lazy-alloc,anstyle-1.0.14,success,4.652,2.067,2026-06-05T15:15:14Z,1754205
lazy-alloc,anstream-1.0.0,success,24.973,2.963,2026-06-05T15:15:13Z,1754190
lazy-alloc,android_system_properties-0.1.5,success,6.623,2.878,2026-06-05T15:15:17Z,1754210
lazy-alloc,atty-0.2.14,test_failed,2.051,3.715,2026-06-05T15:15:18Z,1754211
lazy-alloc,allocator-api2-0.4.0,success,2.097,9.121,2026-06-05T15:15:17Z,1754192
lazy-alloc,async-trait-0.1.89,success,40.648,2.974,2026-06-05T15:15:25Z,1754175
lazy-alloc,cmake-0.1.58,test_failed,8.424,4.793,2026-06-05T15:15:28Z,1754217
lazy-alloc,backtrace-0.3.76,test_failed,12.191,11.505,2026-06-05T15:15:32Z,1754209
lazy-alloc,async-io-2.6.0,test_failed,33.512,3.255,2026-06-05T15:15:29Z,1754186
lazy-alloc,dashmap-6.2.1,fetch_failed,0.000,0.000,2026-06-05T15:15:35Z,1754237
lazy-alloc,data-encoding-2.11.0,success,0.177,1.585,2026-06-05T15:15:37Z,1754238
lazy-alloc,core-foundation-sys-0.8.7,success,0.198,1.763,2026-06-05T15:15:38Z,1754225
lazy-alloc,combine-4.6.7,fetch_failed,0.000,0.000,2026-06-05T15:15:40Z,1754219
lazy-alloc,crypto-bigint-0.7.3,fetch_failed,0.000,0.000,2026-06-05T15:15:40Z,1754234
lazy-alloc,curve25519-dalek-4.1.3,fetch_failed,0.000,0.000,2026-06-05T15:15:40Z,1754236
lazy-alloc,criterion-0.8.2,fetch_failed,0.000,0.000,2026-06-05T15:15:40Z,1754228
lazy-alloc,constant_time_eq-0.5.0,fetch_failed,0.000,0.000,2026-06-05T15:15:40Z,1754222
lazy-alloc,der-0.8.0,fetch_failed,0.000,0.000,2026-06-05T15:15:40Z,1754239
lazy-alloc,bumpalo-3.20.3,success,44.203,2.391,2026-06-05T15:15:38Z,1754183
lazy-alloc,core-foundation-0.10.1,test_failed,3.063,1.727,2026-06-05T15:15:43Z,1754224
lazy-alloc,bitvec-1.0.1,test_failed,30.333,19.858,2026-06-05T15:15:40Z,1754188
lazy-alloc,anyhow-1.0.102,success,35.111,26.501,2026-06-05T15:15:43Z,1754187
lazy-alloc,byteorder-1.5.0,success,6.966,33.557,2026-06-05T15:15:48Z,1754202
lazy-alloc,atomic-waker-1.1.2,success,53.551,4.238,2026-06-05T15:15:50Z,1754200
lazy-alloc,console-0.16.3,test_failed,14.951,1.735,2026-06-05T15:15:57Z,1754221
lazy-alloc,crossbeam-epoch-0.9.18,test_failed,4.152,8.367,2026-06-05T15:15:59Z,1754231
lazy-alloc,const-oid-0.10.2,test_failed,15.539,6.096,2026-06-05T15:16:03Z,1754223
lazy-alloc,foreign-types-shared-0.3.1,success,0.177,1.448,2026-06-05T15:16:07Z,1754256
lazy-alloc,find-msvc-tools-0.1.9,success,0.227,1.697,2026-06-05T15:16:08Z,1754251
lazy-alloc,form_urlencoded-1.2.2,success,0.831,1.213,2026-06-05T15:16:08Z,1754257
lazy-alloc,event-listener-5.4.1,fetch_failed,0.000,0.000,2026-06-05T15:16:11Z,1754248
lazy-alloc,dirs-sys-next-0.1.2,fetch_failed,0.000,0.000,2026-06-05T15:16:12Z,1754242
lazy-alloc,foldhash-0.2.0,fetch_failed,0.000,0.000,2026-06-05T15:16:12Z,1754254
lazy-alloc,either-1.16.0,success,4.368,1.991,2026-06-05T15:16:13Z,1754244
lazy-alloc,erased-serde-0.4.10,fetch_failed,0.000,0.000,2026-06-05T15:16:11Z,1754246
lazy-alloc,filetime-0.2.29,fetch_failed,0.000,0.000,2026-06-05T15:16:12Z,1754250
lazy-alloc,foreign-types-0.5.0,success,6.420,1.694,2026-06-05T15:16:15Z,1754255
lazy-alloc,dirs-sys-0.5.0,success,2.633,3.713,2026-06-05T15:16:14Z,1754241
lazy-alloc,colored-3.1.1,fetch_failed,0.000,0.000,2026-06-05T15:16:12Z,1754218
lazy-alloc,deranged-0.5.8,fetch_failed,0.000,0.000,2026-06-05T15:16:11Z,1754240
lazy-alloc,cpufeatures-0.3.0,success,2.648,5.437,2026-06-05T15:16:13Z,1754226
lazy-alloc,crossbeam-queue-0.3.12,fetch_failed,0.000,0.000,2026-06-05T15:16:11Z,1754232
lazy-alloc,event-listener-strategy-0.5.4,success,3.358,2.264,2026-06-05T15:16:24Z,1754249
lazy-alloc,dyn-clone-1.0.20,success,15.190,4.053,2026-06-05T15:16:28Z,1754243
lazy-alloc,hermit-abi-0.5.2,success,0.184,1.491,2026-06-05T15:16:38Z,1754273
lazy-alloc,futures-sink-0.3.32,success,0.203,1.512,2026-06-05T15:16:38Z,1754262
lazy-alloc,futures-task-0.3.32,success,0.204,1.734,2026-06-05T15:16:38Z,1754263
lazy-alloc,futures-core-0.3.32,success,0.214,1.543,2026-06-05T15:16:38Z,1754260
lazy-alloc,home-0.5.12,success,0.199,1.437,2026-06-05T15:16:38Z,1754274
lazy-alloc,crossbeam-utils-0.8.21,success,13.822,25.790,2026-06-05T15:16:31Z,1754233
lazy-alloc,futures-channel-0.3.32,test_failed,1.140,1.682,2026-06-05T15:16:39Z,1754259
lazy-alloc,futures-executor-0.3.32,test_failed,2.798,1.430,2026-06-05T15:16:41Z,1754261
lazy-alloc,bindgen-0.72.1,fetch_failed,0.000,0.000,2026-06-05T15:16:12Z,1754193
lazy-alloc,arc-swap-1.9.1,fetch_failed,0.000,0.000,2026-06-05T15:16:12Z,1754206
lazy-alloc,gimli-0.33.0,fetch_failed,0.000,0.000,2026-06-05T15:16:49Z,1754268
lazy-alloc,cc-1.2.63,fetch_failed,0.000,0.000,2026-06-05T15:16:11Z,1754213
lazy-alloc,h2-0.4.14,fetch_failed,0.000,0.000,2026-06-05T15:16:49Z,1754269
lazy-alloc,concurrent-queue-2.5.0,success,27.479,43.290,2026-06-05T15:16:54Z,1754220
lazy-alloc,bstr-1.12.1,test_failed,25.196,5.205,2026-06-05T15:16:36Z,1754208
lazy-alloc,hashlink-0.11.0,success,4.811,18.486,2026-06-05T15:17:00Z,1754272
lazy-alloc,futures-util-0.3.32,success,15.527,2.914,2026-06-05T15:17:04Z,1754264
lazy-alloc,http-body-1.0.1,success,2.008,2.080,2026-06-05T15:17:11Z,1754278
lazy-alloc,http-body-util-0.1.3,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754279
lazy-alloc,hyper-1.10.1,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754280
lazy-alloc,icu_collections-2.2.0,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754284
lazy-alloc,hyper-util-0.1.20,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754281
lazy-alloc,icu_locale_core-2.2.0,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754285
lazy-alloc,icu_provider-2.2.0,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754288
lazy-alloc,io-lifetimes-3.0.1,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754293
lazy-alloc,iana-time-zone-0.1.65,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754282
lazy-alloc,httparse-1.10.1,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754277
lazy-alloc,generic-array-1.4.2,fetch_failed,0.000,0.000,2026-06-05T15:17:10Z,1754265
lazy-alloc,bit-vec-0.9.1,success,31.859,110.542,2026-06-05T15:17:10Z,1754195
lazy-alloc,generic-array-1.4.3,build_failed,22.727,0.000,2026-06-05T15:17:10Z,1754266
