crate,name,version,repository,host,extern_c,extern_c_unwind,extern_cpp,matched_files,status
PoWerRuSt-0.2.1,PoWerRuSt,0.2.1,https://github.com/Variably-Constant/PWRS,github,85,0,0,3,"extern ""C"""
a3s-libkrun-sys-3.3.0,a3s-libkrun-sys,3.3.0,https://github.com/A3S-Lab/Box,github,6,0,0,1,"extern ""C"""
a653rs-0.6.1,a653rs,0.6.1,https://github.com/DLR-FT/a653rs/,github,1,0,0,1,"extern ""C"""
accelerate-sparse-0.1.0,accelerate-sparse,0.1.0,https://github.com/w1th0utnam3/accelerate-sparse,github,1,0,0,1,"extern ""C"""
accelerate-sparse-sys-0.1.0,accelerate-sparse-sys,0.1.0,https://github.com/w1th0utnam3/accelerate-sparse,github,4,0,0,3,"extern ""C"""
accounts-service-0.1.2,accounts-service,0.1.2,https://github.com/SergeGris/accounts-service-gir/tree/master/accounts-service,github,64,0,0,2,"extern ""C"""
acp-ffi-1.0.0,acp-ffi,1.0.0,https://github.com/stateset/stateset-acp-handler,github,14,0,0,1,"extern ""C"""
acpica-bindings-0.1.2,acpica-bindings,0.1.2,https://github.com/MarkRoss470/acpica-rust-bindings,github,79,0,0,17,"extern ""C"""
adamo-0.1.104,adamo,0.1.104,https://github.com/adamohq/adamo-network,github,2,0,0,1,"extern ""C"""
aditjind-crate-1.0.0,aditjind-crate,1.0.0,https://github.com/opensearch-project/opensearch-rs,github,1,0,0,1,"extern ""C"""
adlx-0.0.0-alpha.1,adlx,0.0.0-alpha.1,https://github.com/Traverse-Research/adlx-rs,github,266,0,0,1,"extern ""C"""
aerofi-plugin-api-0.1.0,aerofi-plugin-api,0.1.0,https://github.com/frostymur/aerofi,github,7,0,0,1,"extern ""C"""
aes_externalobj-0.1.2,aes_externalobj,0.1.2,https://github.com/akainq/aes_externalobj,github,39,0,0,5,"extern ""C"""
aetherdsp-juce-bridge-0.1.9,aetherdsp-juce-bridge,0.1.9,https://github.com/1yos/aether-dsp,github,22,0,0,2,"extern ""C"""
affineui-0.4.2,affineui,0.4.2,https://github.com/affineui/affineui,github,37,0,0,4,"extern ""C"""
aframe-0.7.1,aframe,0.7.1,https://github.com/Eolu/aframe-rs,github,1,0,0,1,"extern ""C"""
ag-grid-rs-0.2.2,ag-grid-rs,0.2.2,https://github.com/mfreeborn/ag-grid-rs,github,6,0,0,4,"extern ""C"""
agentcell-0.1.0,agentcell,0.1.0,https://github.com/EeroEternal/agentcell,github,1,0,0,1,"extern ""C"""
agentic-connect-ffi-0.1.0,agentic-connect-ffi,0.1.0,https://github.com/agentralabs/agentic-connect,github,2,0,0,1,"extern ""C"""
agentic-contract-ffi-0.1.0,agentic-contract-ffi,0.1.0,https://github.com/agentralabs/agentic-contract,github,8,0,0,1,"extern ""C"""
agentic-data-ffi-0.1.0,agentic-data-ffi,0.1.0,https://github.com/agentralabs/agentic-data,github,6,0,0,1,"extern ""C"""
agentic-identity-ffi-0.3.0,agentic-identity-ffi,0.3.0,https://github.com/agentralabs/agentic-identity,github,11,0,0,1,"extern ""C"""
agentic-time-ffi-0.1.0,agentic-time-ffi,0.1.0,https://github.com/agentralabs/agentic-time,github,5,0,0,1,"extern ""C"""
agentic-veritas-ffi-0.1.0,agentic-veritas-ffi,0.1.0,https://github.com/agentralabs/agentic-veritas,github,6,0,0,1,"extern ""C"""
agentic-workflow-ffi-0.1.0,agentic-workflow-ffi,0.1.0,https://github.com/agentralabs/agentic-workflow,github,9,0,0,1,"extern ""C"""
ahv-0.3.0,ahv,0.3.0,https://www.github.com/marysaka/ahv.git,github,2,0,0,2,"extern ""C"""
ai-flate2-1.1.9,ai-flate2,1.1.9,https://github.com/atom-planet-embrace/ai-flate2,github,4,0,0,1,"extern ""C"""
ai-meta-rs-0.1.1,ai-meta-rs,0.1.1,https://github.com/localtools/ai-meta-rs,github,5,0,0,2,"extern ""C"""
ailake-jni-0.1.12,ailake-jni,0.1.12,https://github.com/ThiagoLange/ai-lakehouse,github,22,0,0,1,"extern ""C"""
aimdb-sync-0.6.0,aimdb-sync,0.6.0,https://github.com/aimdb-dev/aimdb,github,2,0,0,1,"extern ""C"""
aimux-ffi-0.3.0,aimux-ffi,0.3.0,118,other,0,0,3,kept,"extern ""C++"""
alloca-0.4.0,alloca,0.4.0,https://github.com/playXE/alloca-rs,github,0,3,0,1,"extern ""C-unwind"""
allwright-core-0.1.14,allwright-core,0.1.14,https://github.com/allwright-dev/allwright,github,4,0,0,1,"extern ""C"""
allwright-surface-mobile-android-0.1.14,allwright-surface-mobile-android,0.1.14,https://github.com/allwright-dev/allwright,github,4,0,0,1,"extern ""C"""
allwright-surface-web-0.1.14,allwright-surface-web,0.1.14,https://github.com/allwright-dev/allwright,github,4,0,0,1,"extern ""C"""
alpm-ll-3.0.0,alpm-ll,3.0.0,http://github.com/32Bites/alpm-ll.rs,github,12,0,0,3,"extern ""C"""
alsa-0.12.1,alsa,0.12.1,https://github.com/diwic/alsa-rs,github,110,0,0,3,"extern ""C"""
alsactl-0.8.0,alsactl,0.8.0,https://github.com/alsa-project/alsa-gobject-rs,github,48,0,0,9,"extern ""C"""
alsahwdep-0.8.0,alsahwdep,0.8.0,https://github.com/alsa-project/alsa-gobject-rs,github,7,0,0,2,"extern ""C"""
alsarawmidi-0.8.0,alsarawmidi,0.8.0,https://github.com/alsa-project/alsa-gobject-rs,github,38,0,0,5,"extern ""C"""
alsaseq-0.8.0,alsaseq,0.8.0,https://github.com/alsa-project/alsa-gobject-rs,github,119,0,0,13,"extern ""C"""
alsatimer-0.8.0,alsatimer,0.8.0,https://github.com/alsa-project/alsa-gobject-rs,github,59,0,0,8,"extern ""C"""
alto-3.0.4,alto,3.0.4,https://github.com/jpernst/alto.git,github,63,0,0,1,"extern ""C"""
ambi-0.3.8,ambi,0.3.8,https://github.com/Maskviva/Ambi,github,1,0,0,1,"extern ""C"""
amdgpu-device-libs-0.2.0,amdgpu-device-libs,0.2.0,https://github.com/Flakebi/amdgpu-rs/tree/main/amdgpu-device-libs,github,2,0,0,1,"extern ""C"""
amps-rust-ffi-0.1.3,amps-rust-ffi,0.1.3,https://github.com/jamesyeap/amps-rust-ffi,github,2,0,0,1,"extern ""C"""
android-media-0.1.1,android-media,0.1.1,https://github.com/mzdk100/android-media,github,4,0,0,2,"extern ""C"""
android_trace-0.1.1,android_trace,0.1.1,https://github.com/linebender/android_trace,github,9,0,0,1,"extern ""C"""
android_xdl-0.0.5,android_xdl,0.0.5,https://github.com/suqiernb/android-xdl-rs,github,12,0,0,4,"extern ""C"""
anng-0.1.3,anng,0.1.3,https://github.com/nanomsg/nng-rs,github,3,0,0,2,"extern ""C"""
anodecs-0.1.11,anodecs,0.1.11,https://github.com/mlm-games/rust_mediacodec,github,13,0,0,8,"extern ""C"""
aocl-data-analytics-0.1.0,aocl-data-analytics,0.1.0,https://github.com/ciresnave/aocl,github,3,0,0,1,"extern ""C"""
apcore-toolkit-0.12.0,apcore-toolkit,0.12.0,https://github.com/aiperceivable/apcore-toolkit-rust,github,1,0,0,1,"extern ""C"""
appctl-plugin-sdk-0.17.3,appctl-plugin-sdk,0.17.3,https://github.com/esubaalew/appctl,github,7,0,0,2,"extern ""C"""
appindicator3-0.3.0,appindicator3,0.3.0,https://github.com/rehar/appindicator3,github,36,0,0,1,"extern ""C"""
apple-accelerate-0.4.0,apple-accelerate,0.4.0,https://github.com/doom-fish/accelerate-rs,github,1528,0,0,21,"extern ""C"""
apple-bindgen-0.3.0,apple-bindgen,0.3.0,https://github.com/youknowone/apple-sys/,github,3,0,0,2,"extern ""C"""
apple-cf-0.11.0,apple-cf,0.11.0,https://github.com/doom-fish/apple-cf-rs,github,2925,0,0,18,"extern ""C"""
apple-cryptokit-rs-0.2.1,apple-cryptokit-rs,0.2.1,https://github.com/zibo-chen/apple-cryptokit-rs,github,22,0,0,22,"extern ""C"""
apple-intelligence-models-0.2.0,apple-intelligence-models,0.2.0,https://github.com/hghalebi/AIMX,github,12,0,0,1,"extern ""C"""
apple-localauthentication-0.4.0,apple-localauthentication,0.4.0,https://github.com/doom-fish/localauthentication-rs,github,24,0,0,15,"extern ""C"""
apple-log-0.7.0,apple-log,0.7.0,https://github.com/doom-fish/apple-log-rs,github,9,0,0,3,"extern ""C"""
apple-metal-0.10.0,apple-metal,0.10.0,https://github.com/doom-fish/apple-metal-rs,github,17,0,0,11,"extern ""C"""
apple-mlx-0.1.1,apple-mlx,0.1.1,https://github.com/ms3c/apple-mlx,github,19,0,0,6,"extern ""C"""
apple-mps-0.3.0,apple-mps,0.3.0,https://github.com/doom-fish/mps-rs,github,8,0,0,8,"extern ""C"""
apple-mpsgraph-0.3.0,apple-mpsgraph,0.3.0,https://github.com/doom-fish/mpsgraph-rs,github,16,0,0,6,"extern ""C"""
apple-security-2.9.4,apple-security,2.9.4,https://github.com/emanuele-em/apple-security,github,5,0,0,4,"extern ""C"""
apple-security-framework-2.9.2,apple-security-framework,2.9.2,https://github.com/x52dev/apple-security-framework,github,5,0,0,4,"extern ""C"""
apple-sys-0.3.0,apple-sys,0.3.0,https://github.com/youknowone/apple-sys/,github,1,0,0,1,"extern ""C"""
apple-sys-prebuilt-iphoneos-0.26.2,apple-sys-prebuilt-iphoneos,0.26.2,https://github.com/youknowone/apple-sys/,github,14356,0,0,130,"extern ""C"""
apple-sys-prebuilt-macosx-0.26.2,apple-sys-prebuilt-macosx,0.26.2,https://github.com/youknowone/apple-sys/,github,25166,0,0,165,"extern ""C"""
apple-translate-rs-sync-0.0.3,apple-translate-rs-sync,0.0.3,https://github.com/joshuarli/apple-translate-rs-sync,github,1,0,0,1,"extern ""C"""
apple-vision-0.17.0,apple-vision,0.17.0,https://github.com/doom-fish/vision-rs,github,9,0,0,5,"extern ""C"""
applevisor-sys-1.0.0,applevisor-sys,1.0.0,https://github.com/impalabs/applevisor,github,17,0,0,1,"extern ""C"""
appmenu-glib-translator-0.1.0,appmenu-glib-translator,0.1.0,https://codeberg.org/Daru-san/appmenu-glib-translator-rs,codeberg,4,0,0,1,"extern ""C"""
appmenu-glib-translator-sys-0.1.0,appmenu-glib-translator-sys,0.1.0,https://codeberg.org/Daru-san/appmenu-glib-translator-rs,codeberg,1,0,0,1,"extern ""C"""
appstream-glib-0.0.1,appstream-glib,0.0.1,https://gitlab.gnome.org/bilelmoussaoui/appstream-glib-rs,gitlab,32,0,0,4,"extern ""C"""
apt-pkg-native-0.3.3,apt-pkg-native,0.3.3,https://github.com/FauxFaux/apt-pkg-native-rs,github,1,0,0,1,"extern ""C"""
arborium-tree-sitter-2.18.2,arborium-tree-sitter,2.18.2,https://github.com/tree-sitter/tree-sitter,github,178,0,0,3,"extern ""C"""
arcane-sdk-0.5.0,arcane-sdk,0.5.0,https://github.com/Arcane-Powered/arcane-sdk,github,15,0,0,1,"extern ""C"""
arcdps-0.11.2,arcdps,0.11.2,https://github.com/greaka/arcdps_bindings,github,20,0,0,3,"extern ""C"""
arcdps-imgui-0.8.0,arcdps-imgui,0.8.0,https://github.com/gw2scratch/imgui-rs,github,7,0,0,4,"extern ""C"""
arduboy-rust-1.0.0,arduboy-rust,1.0.0,https://github.com/ZennDev1337/arduboy-rust.git,github,6,0,0,6,"extern ""C"""
argon2-sys-0.1.0,argon2-sys,0.1.0,https://github.com/philipahlberg/argon2-sys,github,3,0,0,1,"extern ""C"""
argonautica-c-0.2.0,argonautica-c,0.2.0,https://github.com/bcmyers/argonautica,github,4,0,0,4,"extern ""C"""
arrowmetal-0.1.0,arrowmetal,0.1.0,https://github.com/singhpratech/ArrowMetal,github,1,0,0,1,"extern ""C"""
art-stamps-0.1.0,art-stamps,0.1.0,https://github.com/danielrh/stamps,github,8,0,0,1,"extern ""C"""
arzmq-0.6.3,arzmq,0.6.3,https://github.com/mgaertne/arzmq,github,1,0,0,1,"extern ""C"""
asherah-cobhan-1.0.0,asherah-cobhan,1.0.0,https://github.com/godaddy/asherah-ffi,github,8,0,0,1,"extern ""C"""
asherah-ffi-1.0.0,asherah-ffi,1.0.0,https://github.com/godaddy/asherah-ffi,github,34,0,0,3,"extern ""C"""
asposepdf-1.26.8,asposepdf,1.26.8,https://github.com/aspose-pdf/aspose-pdf-rust-cpp,github,2,0,0,1,"extern ""C"""
astal-apps-0.1.0,astal-apps,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,38,0,0,2,"extern ""C"""
astal-apps-sys-0.1.0,astal-apps-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-auth-0.1.0,astal-auth,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,17,0,0,1,"extern ""C"""
astal-auth-sys-0.1.0,astal-auth-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-battery-0.1.0,astal-battery,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,84,0,0,2,"extern ""C"""
astal-battery-sys-0.1.0,astal-battery-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-bluetooth-0.1.2,astal-bluetooth,0.1.2,https://codeberg.org/Daru-san/astal-rs,codeberg,78,0,0,4,"extern ""C"""
astal-bluetooth-sys-0.1.0,astal-bluetooth-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,5,0,0,1,"extern ""C"""
astal-cava-0.1.3,astal-cava,0.1.3,https://codeberg.org/Daru-san/astal-rs,codeberg,26,0,0,1,"extern ""C"""
astal-cava-sys-0.1.0,astal-cava-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-greet-0.1.0,astal-greet,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,18,0,0,6,"extern ""C"""
astal-greet-sys-0.1.0,astal-greet-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-hyprland-0.1.0,astal-hyprland,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,192,0,0,6,"extern ""C"""
astal-hyprland-sys-0.1.0,astal-hyprland-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-io-0.1.0,astal-io,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,20,0,0,5,"extern ""C"""
astal-io-sys-0.1.0,astal-io-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,9,0,0,1,"extern ""C"""
astal-mpris-0.1.0,astal-mpris,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,78,0,0,2,"extern ""C"""
astal-mpris-sys-0.1.0,astal-mpris-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-network-0.1.4,astal-network,0.1.4,https://codeberg.org/Daru-san/astal-rs,codeberg,82,0,0,6,"extern ""C"""
astal-network-sys-0.1.1,astal-network-sys,0.1.1,https://codeberg.org/Daru-san/astal-rs,codeberg,1,0,0,1,"extern ""C"""
astal-niri-0.1.0,astal-niri,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,120,0,0,5,"extern ""C"""
astal-niri-sys-0.1.0,astal-niri-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,2,0,0,1,"extern ""C"""
astal-notifd-0.1.0,astal-notifd,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,66,0,0,3,"extern ""C"""
astal-notifd-sys-0.1.0,astal-notifd-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,3,0,0,1,"extern ""C"""
astal-river-0.1.0,astal-river,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,58,0,0,3,"extern ""C"""
astal-river-sys-0.1.0,astal-river-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,3,0,0,1,"extern ""C"""
astal-tray-0.1.0,astal-tray,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,44,0,0,2,"extern ""C"""
astal-tray-sys-0.1.0,astal-tray-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,3,0,0,1,"extern ""C"""
astal-wp-0.1.0,astal-wp,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,162,0,0,8,"extern ""C"""
astal-wp-sys-0.1.0,astal-wp-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,3,0,0,1,"extern ""C"""
astal4-0.1.0,astal4,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,50,0,0,5,"extern ""C"""
astal4-sys-0.1.0,astal4-sys,0.1.0,https://codeberg.org/Daru-san/astal-rs,codeberg,2,0,0,1,"extern ""C"""
astd-0.0.1,astd,0.0.1,https://github.com/Azzybana/astd,github,1,0,0,1,"extern ""C"""
astro-dnssd-0.3.6,astro-dnssd,0.3.6,https://github.com/AstroHQ/astro-dnssd,github,59,0,0,6,"extern ""C"""
astrs-capi-0.1.0,astrs-capi,0.1.0,https://github.com/cool-japan/astrs,github,30,0,0,8,"extern ""C"""
astrs-operator-api-0.1.0,astrs-operator-api,0.1.0,https://github.com/cool-japan/astrs,github,17,1,0,1,"extern ""C"" + extern ""C-unwind"""
async-fuser-0.17.0,async-fuser,0.17.0,https://github.com/mhambre/async-fuser,github,49,0,0,4,"extern ""C"""
async-hid-0.5.3,async-hid,0.5.3,https://github.com/sidit77/async-hid,github,0,6,0,2,"extern ""C-unwind"""
async-ucx-0.1.1,async-ucx,0.1.1,https://github.com/madsys-dev/async-ucx,github,17,0,0,7,"extern ""C"""
at1-0.1.1,at1,0.1.1,https://github.com/AT1-Tinyfiles/AT-1-Public,github,1,0,0,1,"extern ""C"""
atk-0.19.0,atk,0.19.0,https://github.com/gtk-rs/gtk3-rs,github,120,0,0,11,"extern ""C"""
audio2face3d-0.1.0,audio2face3d,0.1.0,https://github.com/aosoft/audio2face3d-rs,github,54,0,0,8,"extern ""C"""
audionimbus-0.16.0,audionimbus,0.16.0,https://github.com/MaxenceMaire/audionimbus,github,27,0,0,3,"extern ""C"""
audiopus_sys-0.2.2,audiopus_sys,0.2.2,https://github.com/lakelezz/audiopus_sys.git,github,53,0,0,1,"extern ""C"""
audiotoolbox-0.5.0,audiotoolbox,0.5.0,https://github.com/doom-fish/audiotoolbox-rs,github,75,0,0,29,"extern ""C"""
audiounit-0.4.0,audiounit,0.4.0,https://github.com/doom-fish/audiounit-rs,github,48,0,0,28,"extern ""C"""
aumate-0.2.8,aumate,0.2.8,https://github.com/tegojs/bot,github,7,0,0,3,"extern ""C"""
aurum-core-0.0.23,aurum-core,0.0.23,https://github.com/joe-broadhead/aurum,github,1,0,0,1,"extern ""C"""
aurum-ffi-0.0.23,aurum-ffi,0.0.23,https://github.com/joe-broadhead/aurum,github,47,0,0,2,"extern ""C"""
auth_trait-0.1.8,auth_trait,0.1.8,https://github.com/webc-site/npm.git,github,1,0,0,1,"extern ""C"""
authenticationservices-rs-0.4.0,authenticationservices-rs,0.4.0,https://github.com/doom-fish/authenticationservices-rs,github,17,0,0,5,"extern ""C"""
authenticode-parser-0.5.0,authenticode-parser,0.5.0,https://github.com/vthib/authenticode-parser,github,1,0,0,1,"extern ""C"""
autocxx-engine-0.30.0,autocxx-engine,0.30.0,https://github.com/google/autocxx,github,5,0,2,4,"extern ""C"" + extern ""C++"""
autocxx-engine-idalib-0.30.0,autocxx-engine-idalib,0.30.0,https://github.com/idalib-rs/autocxx,github,5,0,2,4,"extern ""C"" + extern ""C++"""
autocxx-integration-tests-0.30.0,autocxx-integration-tests,0.30.0,https://github.com/google/autocxx,github,1,0,5,2,"extern ""C"" + extern ""C++"""
autopilot-0.4.1,autopilot,0.4.1,https://github.com/autopilot-rs/autopilot-rs,github,5,0,0,4,"extern ""C"""
autozig-macro-0.1.2,autozig-macro,0.1.2,https://github.com/layola13/autozig,github,11,0,0,1,"extern ""C"""
avassetwriter-0.13.0,avassetwriter,0.13.0,https://github.com/doom-fish/avassetwriter-rs,github,40,0,0,16,"extern ""C"""
avaudio-0.6.0,avaudio,0.6.0,https://github.com/doom-fish/avaudio-rs,github,47,0,0,14,"extern ""C"""
avcapture-0.7.0,avcapture,0.7.0,https://github.com/doom-fish/avcapture-rs,github,103,0,0,36,"extern ""C"""
avioflow-0.7.5,avioflow,0.7.5,https://github.com/lxp3/avioflow,github,1,0,0,1,"extern ""C"""
aviutl2-0.47.0,aviutl2,0.47.0,https://github.com/sevenc-nanashi/aviutl2-rs,github,114,0,0,10,"extern ""C"""
avplayer-0.8.0,avplayer,0.8.0,https://github.com/doom-fish/avplayer-rs,github,37,0,0,19,"extern ""C"""
avspeechsynthesizer-rs-0.4.0,avspeechsynthesizer-rs,0.4.0,https://github.com/doom-fish/avspeechsynthesizer-rs,github,18,0,0,12,"extern ""C"""
aws-greengrass-component-sdk-1.0.5,aws-greengrass-component-sdk,1.0.5,https://github.com/aws/aws-greengrass-component-sdk,github,9,0,0,1,"extern ""C"""
axboe-liburing-2.15.3,axboe-liburing,2.15.3,https://github.com/cmazakas/liburing,github,1,0,0,1,"extern ""C"""
axhash-ffi-1.0.0,axhash-ffi,1.0.0,https://github.com/robby031/axhash,github,12,0,0,1,"extern ""C"""
axuielement-0.10.0,axuielement,0.10.0,https://github.com/doom-fish/axuielement-rs,github,18,0,0,13,"extern ""C"""
axum_cors-0.1.8,axum_cors,0.1.8,https://github.com/webc-site/npm.git,github,1,0,0,1,"extern ""C"""
azure-iot-rs-0.7.2,azure-iot-rs,0.7.2,https://github.com/duggaraju/azure-iot-rs/,github,18,0,0,2,"extern ""C"""
azure-kinect-0.2.0,azure-kinect,0.2.0,https://github.com/aosoft/azure-kinect-rs,github,3,0,0,1,"extern ""C"""
azure-kinect-sys-0.2.0,azure-kinect-sys,0.2.0,https://github.com/aosoft/azure-kinect-rs,github,109,0,0,2,"extern ""C"""
azure_data_cosmos_driver-0.7.0,azure_data_cosmos_driver,0.7.0,https://github.com/azure/azure-sdk-for-rust,github,8,0,0,2,"extern ""C"""
babl-sys-0.1.1,babl-sys,0.1.1,https://gitlab.gnome.org/World/Rust/gegl-rs,gitlab,3,0,0,1,"extern ""C"""
backgroundassets-0.4.0,backgroundassets,0.4.0,https://github.com/doom-fish/backgroundassets-rs,github,31,0,0,5,"extern ""C"""
baml_bridge-0.20.1,baml_bridge,0.20.1,https://github.com/BoundaryML/baml,github,45,0,0,3,"extern ""C"""
bandersnatch-ffi-0.1.0,bandersnatch-ffi,0.1.0,https://github.com/rotkonetworks/romio,github,6,0,0,1,"extern ""C"""
baracuda-0.0.1-alpha.81,baracuda,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,1,0,0,1,"extern ""C"""
baracuda-core-0.0.1-alpha.81,baracuda-core,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,1,0,0,1,"extern ""C"""
baracuda-cufft-0.0.1-alpha.81,baracuda-cufft,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,1,0,0,1,"extern ""C"""
baracuda-cutlass-0.0.1-alpha.81,baracuda-cutlass,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,1,0,0,1,"extern ""C"""
baracuda-cvcuda-0.0.1-alpha.81,baracuda-cvcuda,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,1,0,0,1,"extern ""C"""
baracuda-driver-0.0.1-alpha.81,baracuda-driver,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,8,0,0,6,"extern ""C"""
baracuda-kernels-0.0.1-alpha.81,baracuda-kernels,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,4,0,0,4,"extern ""C"""
baracuda-nvcomp-0.0.1-alpha.81,baracuda-nvcomp,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,5,0,0,1,"extern ""C"""
baracuda-nvrtc-0.0.1-alpha.81,baracuda-nvrtc,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,2,0,0,2,"extern ""C"""
baracuda-optim-0.0.1-alpha.81,baracuda-optim,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,3,0,0,1,"extern ""C"""
baracuda-runtime-0.0.1-alpha.81,baracuda-runtime,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,4,0,0,4,"extern ""C"""
baracuda-seam-0.0.1-alpha.81,baracuda-seam,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,1,0,0,1,"extern ""C"""
baracuda-tensorrt-0.0.1-alpha.81,baracuda-tensorrt,0.0.1-alpha.81,https://github.com/ciresnave/baracuda,github,1,0,0,1,"extern ""C"""
baresip-rs-0.1.1,baresip-rs,0.1.1,https://example.org/baresip-rs,other,6,0,0,3,"extern ""C"""
baresip-rs-sys-0.1.1,baresip-rs-sys,0.1.1,https://example.org/baresip-rs,other,2,0,0,2,"extern ""C"""
barretenberg-rs-5.2.0,barretenberg-rs,5.2.0,https://github.com/AztecProtocol/aztec-packages/tree/next/barretenberg/rust/barretenberg-rs,github,1,0,0,1,"extern ""C"""
basecrawl-headless-chrome-0.1.0,basecrawl-headless-chrome,0.1.0,https://github.com/BaseIntelligence/basecrawl,github,1,0,0,1,"extern ""C"""
bb-drivelist-1.0.0,bb-drivelist,1.0.0,https://github.com/beagleboard/bb-imager-rs,github,0,1,0,1,"extern ""C-unwind"""
bc-libmimalloc-sys-0.1.44,bc-libmimalloc-sys,0.1.44,https://github.com/leshow/mimalloc_rust/tree/master/libmimalloc-sys,github,9,0,0,2,"extern ""C"""
bdwgc-alloc-0.6.13,bdwgc-alloc,0.6.13,https://github.com/raviqqe/bdwgc-alloc,github,3,0,0,1,"extern ""C"""
beni-0.18.0,beni,0.18.0,https://github.com/elct9620/beni,github,14,0,0,6,"extern ""C"""
betrayer-0.4.1,betrayer,0.4.1,https://github.com/sidit77/betrayer,github,1,0,0,1,"extern ""C"""
better_mimalloc_sys-0.1.2,better_mimalloc_sys,0.1.2,https://github.com/acking-you/better_mimalloc_rs,github,9,0,0,2,"extern ""C"""
bevy_ios_toolkit-0.7.0,bevy_ios_toolkit,0.7.0,https://github.com/marmikshah/bevy_ios_toolkit,github,19,0,0,16,"extern ""C"""
bevy_needle-0.2.0,bevy_needle,0.2.0,https://github.com/qipking/bevy_needle,github,4,0,0,1,"extern ""C"""
bext-php-0.2.0,bext-php,0.2.0,https://github.com/bext-stack/bext,github,19,0,0,2,"extern ""C"""
bffi-0.2.3,bffi,0.2.3,https://github.com/z2net/bffi-rs,github,93,0,0,17,"extern ""C"""
bffi-macros-0.2.3,bffi-macros,0.2.3,https://github.com/z2net/bffi-rs,github,15,0,0,6,"extern ""C"""
bgutil-ytdlp-pot-provider-0.8.1,bgutil-ytdlp-pot-provider,0.8.1,https://github.com/jim60105/bgutil-ytdlp-pot-provider-rs,github,2,0,0,1,"extern ""C"""
bicycl-rs-sys-0.2.3,bicycl-rs-sys,0.2.3,https://github.com/Jiangjiang-jiang/bicycl-rs,github,1,0,0,1,"extern ""C"""
bijou-librocksdb-sys-0.11.1+8.3.2,bijou-librocksdb-sys,0.11.1+8.3.2,https://github.com/rust-rocksdb/rust-rocksdb,github,15,0,0,1,"extern ""C"""
bimp-net-0.0.1,bimp-net,0.0.1,https://github.com/lexiforest/bimp,github,7,0,0,2,"extern ""C"""
bindman-0.2.0,bindman,0.2.0,https://github.com/ecmwf/bindman,github,0,0,1,1,"extern ""C++"""
binutils-0.1.1,binutils,0.1.1,https://github.com/guedou/binutils-rs/,github,9,0,0,5,"extern ""C"""
bip353-rs-0.1.1,bip353-rs,0.1.1,https://github.com/bitcoin-integration/bip353-rs,github,9,0,0,2,"extern ""C"""
bitbox-api-0.13.0,bitbox-api,0.13.0,https://github.com/BitBoxSwiss/bitbox-api-rs/,github,5,0,0,3,"extern ""C"""
